"orf","chr","gene","geneflag","WtMean","MutMean","WtMean2","MutMean2","fold.mut.by.wt","p","p.paired","chr.combimatrix","start","end","strand","chr2","loc","sd.wt","sd.mut","sd.mut.vs.wt.ratio"
"orf19.5142","Chr7","DFR1/DHFR","1",611.679961674744,1359.64996820078,675.336769191542,807.029957331155,1.19500372872821,0.425555388377567,0.413077652676931,"Chr7",678689,678111,"C","7",678400,276.410375742743,282.609834898003,1.19168381215553
"orf19.7280","ChrR","","1",264.086617405583,379.732179342305,270.421064363125,269.374476608833,0.977780783195747,0.52073825850986,0.520232489900967,"ChrR",1900857,1901180,"W","R",1901018.5,146.284655789385,106.122031729159,0.133952760033255
"orf19.1249","Chr4","HIS6","1",869.627586594692,2424.30503068447,998.748561286006,1469.19527153447,1.47103618316376,0.408650949786704,0.025709379674274,"Chr4",1240072,1239233,"C","4",1239652.5,563.254353874258,958.785177057625,0.400552374219101
"orf19.3945","Chr5","","1",679.818973827141,958.172916957513,813.651101233864,716.716074951156,0.88086413680789,0.71183535302451,0.531829690429458,"Chr5",1002145,1003575,"W","5",1002860,454.442940383332,533.51948515043,0.542204140779208
"orf19.3438","Chr6","SCJ1","1",876.833523907027,1716.68816271448,994.731789760224,1025.16011324161,1.03058947526822,0.966481260190814,0.938007410461948,"Chr6",293969,292815,"C","6",293392,200.477917346766,362.020382609686,0.217480611456696
"orf19.872","Chr2","","1",450.530762525042,774.858311229001,481.691221680344,508.138166235849,1.05490435234266,0.734628751521856,0.607412126071995,"Chr2",726579,725299,"C","2",725939,220.463523496492,222.890370821256,0.841799227093416
"orf19.387","Chr1","STO1/GCR3","1",1080.54072861752,1519.82922481067,1265.27319757259,934.779751813453,0.738796770220705,0.0159871717891024,0.00538875709051414,"Chr1",1851904,1854564,"W","1",1853234,256.201058913555,149.440376909145,0.122717596656936
"orf19.2499","Chr3","CPR7","1",438.214159939743,827.195898399846,473.906099574661,519.678807397365,1.09658602804181,0.640956551540675,0.582428311609286,"Chr1",194199,193075,"C","3",193637,277.069205636267,240.041338113792,1.42954584737850
"orf19.610","ChrR","EFG1","1",2605.01210331431,3643.09331393803,3144.91879042228,2312.95749842676,0.735458577013427,0.379679356210571,0.0486900489994139,"Chr5",1723620,1725197,"W","R",1724408.5,1612.75270159393,1126.64120861161,0.198696701815484
"orf19.6790","Chr3","NGR1","1",429.23546324004,612.8443382355,437.463304272071,377.892598688418,0.863826965594799,0.568673002669428,0.502354670409528,"Chr3",1626548,1623885,"C","3",1625216.5,176.623942582219,110.780978427526,0.396552572409776
"orf19.7539","ChrR","","1",291.032833791558,472.007044301736,273.927333054327,296.644553988718,1.06933078956945,0.438286083206805,0.429949043747471,"ChrR",13684,14823,"W","R",14253.5,122.189181523742,120.325328991838,0.57880046809775
"orf19.3371","Chr4","","1",827.81727392644,1640.52928583714,958.51208777372,1070.06520139765,1.11638154077225,0.548065355525058,0.422993362008187,"Chr4",723849,722019,"C","4",722934,283.243712063811,333.884824750247,0.359290740209557
"orf19.4323","Chr5","","1",333.559921962096,491.59549071618,337.635396477726,331.978256327334,0.983244825011218,0.8379562635881,0.831253217905014,"Chr5",660201,659698,"C","5",659949.5,175.644184639405,80.8196195123283,0.852814741543228
"orf19.7468","ChrR","","1",300.742750335359,405.413610249531,296.497763874859,259.851367985236,0.87640245440404,0.850716260953012,0.86894780860248,"ChrR",152187,153800,"W","R",152993.5,166.686364049031,55.4155717868651,1.56777030826225
"orf19.6099","Chr1","CCT8","1",1621.93073174951,3773.27387267904,1916.93312418646,2310.42726652295,1.20527275436564,0.745568314697292,0.372074260144163,"Chr1",17338,18960,"W","1",18149,813.29963682235,1361.35901360228,0.298616006159155
"orf19.867","Chr2","","1",498.649334986449,972.8641688771,564.315330225249,662.34491430351,1.17371419635035,0.727409592787316,0.602427527012257,"Chr2",747269,748882,"W","2",748075.5,364.230711666422,486.342463051139,1.26068403408686
"orf19.7198","Chr7","CAF40","1",1056.82115074379,1950.1673742546,1221.06144751796,1256.09004403742,1.02868700554805,0.852762535365543,0.579581491301479,"Chr7",848790,849785,"W","7",849287.5,928.20392954079,860.788640166362,0.488883656366542
"orf19.1204","Chr6","APM3","1",382.966285076085,649.99879215612,393.305245978759,421.058538744482,1.07056425778573,0.576410996246974,0.500344397974071,"Chr6",76182,74643,"C","6",75412.5,190.151661602364,121.558063521865,1.14933669960015
"orf19.2970","Chr1","LYS2","1",1250.73972148541,2370.04380029672,1461.95967154887,1474.82860671638,1.00880252404902,0.919856943508962,0.887003048608088,"Chr1",588962,593176,"W","1",591069,370.646065628172,332.389166347948,0.290289070416251
"orf19.2106","Chr2","","1",789.660739215413,1799.70189011432,974.91493450252,1260.38724510658,1.29281766080416,0.298358145227594,0.135266730836495,"Chr2",35686,34979,"C","2",35332.5,458.985464612315,550.926069150603,0.649266487376268
"orf19.3200","Chr5","MATa2/MTLA2/A2","1",197.626068376068,258.715046070082,160.981218907409,164.456792232639,0.958089513027434,0.30392160022548,0.348826370623295,"Chr5",395255,394595,"C","5",394925,39.4342266577957,72.05656314192,0.0489121170186202
"orf19.4349","Chr5","KRE12","1",2011.37599663394,3838.21483042819,2309.55495451086,2224.19264900267,0.963039500168,0.752709429331206,0.314276206973147,"Chr5",719348,716904,"C","5",718126,878.583822908748,1184.05303348459,0.239182627935748
"orf19.2133","Chr6","LIP4","1",216.034531395619,259.191080735659,185.101008861214,168.626639944418,0.885190547460402,0.318307125312826,0.350909212957751,"Chr6",998034,999413,"W","6",998723.5,135.680622630530,44.0149502890457,72.4392594075826
"orf19.5618","Chr6","VPS45","1",957.46058254611,1740.29200025493,1122.28912170541,1084.8758005436,0.96666338429356,0.634881052276806,0.587335027549718,"Chr6",693008,691050,"C","6",692029,120.716126635485,304.363279910952,0.272542603660866
"orf19.3337","Chr1","","1",296.628068153363,508.941029906774,289.418261957365,327.711042733476,1.13230948357278,0.424702792048101,0.492380201932571,"Chr1",299626,300384,"W","1",300005,164.075326637858,95.599310993119,2.92245597294692
"orf19.4502","Chr2","MOT1","1",1006.21409397239,2017.53841555702,1226.79410490947,1314.28320399378,1.07131522619337,0.860798989323562,0.629279704357214,"Chr2",940760,946507,"W","2",943633.5,886.042910749928,928.810601020529,0.50231238630627
"orf19.4768","Chr1","","1",418.478295096716,658.208994247334,423.803115624387,391.157356087699,0.92296951501031,0.96962031646467,0.955791638242005,"Chr1",1986906,1988501,"W","1",1987703.5,256.249949425577,229.329191845175,1.04697694097617
"orf19.48","Chr1","RPM2","1",294.654422029876,412.08115126072,293.741036779503,283.984254013205,0.966784406859633,0.560009795934737,0.527181086232759,"Chr1",1032541,1028359,"C","1",1030450,184.176081579976,100.214943753337,5.56599138680606
"orf19.434","Chr1","PRD1","1",778.415490400404,1442.90807506166,894.291097854732,960.274914920722,1.07378337682694,0.59829990413518,0.558145185348506,"Chr1",1115500,1113392,"C","1",1114446,221.982366293196,226.940076525004,0.29956240011773
"NC-plant-1",NA,NA,"0",192.587091069850,290.967962290784,157.375715070296,182.412473002089,1.05290769693689,0.268587788961401,0.309734114245033,NA,NA,NA,NA,NA,NA,56.1631546870921,65.2922488168456,0.0522619490538733
"NC-SP-phage-12-6",NA,NA,"0",577.824507112166,926.08919527488,664.686280345697,660.395675776652,0.993544917811732,0.923727632137803,0.870228027173776,NA,NA,NA,NA,NA,NA,231.203274605731,245.005249523484,0.318786732089011
"NC-SP-phage-12-14",NA,NA,"0",236.166767493446,343.842924374832,207.683318820846,218.631436093752,1.05271543875101,0.408221745626279,0.485302706115211,NA,NA,NA,NA,NA,NA,148.566695596233,70.7821115491325,6.25209032699556
"NC-SP-phage-12-15",NA,NA,"0",233.353044968744,341.382011062138,207.406460972605,225.523043399412,1.08734820671378,0.33412082571416,0.378349741201244,NA,NA,NA,NA,NA,NA,156.505402947900,75.7593706944378,11.6282934867473
"orf19.3647","Chr6","SEC8","1",478.811560565871,856.698125583435,501.746556134178,523.566535079423,1.04348804925212,0.852302778847429,0.85185879235252,"Chr6",137408,140731,"W","6",139069.5,187.195168679517,180.361887684727,0.614010205078179
"orf19.5378","Chr3","SCL1","1",726.918545534925,2387.66749918009,886.883261822805,1555.51593852549,1.75391283778256,0.0155804927709508,0.026042148071522,"Chr3",145926,145183,"C","3",145554.5,380.568510818937,274.720466977293,1.19063635109749
"orf19.1800","Chr4","VPS62","1",759.638663474651,1934.63335311089,990.892061137878,1505.03234772843,1.51886608719031,0.533501755893133,0.139341212187281,"Chr4",1188004,1186676,"C","4",1187340,1034.80344894434,1853.74257866050,0.671323928922866
"orf19.691","Chr6","GPD1/GPD2","1",10508.5994173966,22939.54114342,13853.4422346299,15954.6527510876,1.15167425401358,0.748584500483376,0.60842568520131,"Chr1",412683,411568,"C","6",412125.5,3323.06858566696,7454.64235960485,0.310635920384452
"orf19.2445","Chr1","DIP5","1",867.175142487075,1774.38327679832,1051.94095370486,1203.78604458980,1.14434754189401,0.689077463371029,0.368731889699798,"Chr1",1261753,1263399,"W","1",1262576,906.48755548417,904.98799205678,1.06341152443852
"orf19.7046","Chr7","MET4","1",2219.80092721858,7093.89406581773,2745.16735138588,4192.9432760654,1.52739077052939,0.0571726791449786,0.0881209952597423,"Chr7",135510,136031,"W","7",135770.5,412.457627473634,1609.19485970828,0.610354365160198
"orf19.1457","Chr2","SSL1","1",787.073251486364,1329.81880527468,877.360358520926,809.241503142459,0.922359319386958,0.945589935284002,0.913406683590869,"Chr2",270406,268988,"C","2",269697,511.961020657775,330.577372202647,0.748544248324622
"orf19.3561","Chr2","CDC7","1",1458.38647264714,2749.32775185089,2087.17682444082,2197.65068695488,1.05292980509385,0.757418349241143,0.549313342723121,"Chr2",1093590,1095560,"W","2",1094575,3269.84768922645,3344.21209980206,4.30671683552606
"orf19.1255","Chr4","","1",523.899479578699,1057.69315414589,581.036630853654,674.948567172138,1.16162825428151,0.494329805011813,0.605188679905488,"Chr4",1256344,1259262,"W","4",1257803,196.422979531177,235.345392393417,1.09345033839095
"orf19.1534","Chr2","ZRT3","1",299.616132506332,443.352339602803,282.836458893891,278.967124526726,0.975067659066937,0.486742109161409,0.458810319970865,"Chr2",427407,429182,"W","2",428294.5,154.851618557862,122.392719808399,0.460659005890205
"orf19.1967","Chr5","IMG1","1",865.04952159909,1327.04536387942,975.40295434509,808.582756503201,0.826251654006429,0.647237911180944,0.543375709900752,"Chr5",224544,223938,"C","5",224241,926.929520004995,720.645754770216,0.224358404939540
"orf19.1282","Chr5","CKS1","1",545.520375457876,753.031100768056,606.613128381541,512.352158143494,0.844611061271395,0.355136202975043,0.225676583466039,"Chr5",909931,909623,"C","5",909777,172.657005168847,163.70535530765,0.241425433235969
"orf19.1119","Chr5","MTR10","1",415.413682581786,614.089518668466,432.247927205278,385.895668784011,0.892764648471632,0.86114373543294,0.880464851357163,"Chr5",833556,830677,"C","5",832116.5,175.411334593981,53.6877405456279,0.856237596844438
"orf19.7569","ChrR","SIK1","1",3603.18123073488,9339.48028836459,4432.52382510455,5651.73209136782,1.27505960810814,0.277675090500365,0.180333324849293,"ChrR",2129722,2128172,"C","R",2128947,644.291573191049,2108.35360515566,0.393161030853919
"orf19.156","Chr2","FGR51","1",399.960197105274,731.425327243839,426.229541200254,490.40790230704,1.15057229709152,0.579025262614013,0.455599986794642,"Chr2",990186,988705,"C","2",989445.5,285.159991527172,298.210899113713,1.94399272746676
"orf19.7327","ChrR","PHO88","1",3847.66867115290,7806.31537882615,4644.65878466028,4909.90654829963,1.05710812697703,0.611237415364938,0.62806971864639,"ChrR",1977465,1976890,"C","R",1977177.5,1203.03185241289,1020.76491735045,0.330143826160737
"orf19.164","ChrR","","1",1376.22208150793,2522.56238283042,1753.44225366179,1793.77396077923,1.0230014458892,0.971470937987477,0.915620633099814,"ChrR",575934,574729,"C","R",575331.5,968.10243676645,989.366528551828,0.236395241725994
"orf19.992","Chr1","","1",3124.09201351209,5758.51425840242,3905.03138686045,3878.52011395297,0.993210996204362,0.916056363860448,0.849927071193398,"Chr1",2321670,2323541,"W","1",2322605.5,1695.17489058240,1413.60271946992,0.310277958717107
"orf19.3973","Chr5","","1",1193.71284643971,2016.66295934354,1571.57961115968,1511.65045219609,0.961866927683431,0.849148476743649,0.479375917902619,"Chr5",1061148,1061933,"W","5",1061540.5,905.860276091183,944.820668443227,0.190366669950928
"orf19.5038","Chr4","TRM3","1",2173.3709270413,6856.63466089354,2764.83293453920,4310.6826832673,1.55911144916455,0.807248847992151,0.420952647843086,"Chr4",812081,816403,"W","4",814242,2546.71120196782,5221.22397934708,0.951134348220624
"orf19.6447","ChrR","ARF1/ARF","1",1435.13395925182,3899.23224728488,1906.56110133859,2753.42848275474,1.44418580701219,0.225358574180618,0.0377571309238566,"ChrR",1876654,1876115,"C","R",1876384.5,1080.83977447270,1436.45406828749,0.640328133768016
"orf19.6310","ChrR","","1",194.22671778146,269.375093624867,154.892729157570,166.645646921417,1.00017096750348,0.271560704140896,0.28649897178895,"ChrR",1046844,1044424,"C","R",1045634,61.7803795972366,31.6921877530246,0.0767463127184111
"orf19.4473","Chr1","SPC19","1",226.669242301926,338.048667618427,202.074181452791,220.034542569095,1.05394430567654,0.303993904052455,0.319359388724261,"Chr1",838310,838837,"W","1",838573.5,138.106503300241,63.5668441428835,15.4550458624325
"orf19.4246","Chr5","YKR070W","1",1220.10839013692,2278.46501379997,1499.38899482026,1646.73057020241,1.09826774498889,0.821234632786614,0.697212405184356,"Chr5",529711,531504,"W","5",530607.5,537.850877611534,1377.5901660674,0.458928103217795
"orf19.5162","Chr7","BCK1","1",1027.70186836406,1517.24783387674,1194.48698045421,910.490799796632,0.762244222578645,0.524084378221322,0.228609339501241,"Chr7",648132,652094,"W","7",650113,660.662192138578,419.229223728902,0.383711537380204
"orf19.1212","Chr6","SCS2","1",2151.36006034239,3931.47817515717,2737.78622279204,2731.94804126478,0.997867553909555,0.974622571555765,0.474259527001769,"Chr6",890254,891660,"W","6",890957,2637.00884543059,2580.58473230721,0.0698915237791151
"orf19.4662","Chr4","RLM1","1",323.308875083376,429.894233979133,315.874326640602,272.072850172015,0.86133258459329,0.812886038915317,0.80829989362019,"Chr4",253044,254879,"W","4",253961.5,186.785719672705,93.5837436280617,3.34353819916387
"orf19.2459","Chr1","","1",321.815426054083,533.976344730027,310.645806456439,329.188139640227,1.05968962979189,0.676338300438753,0.722508657696367,"Chr1",1226758,1229676,"W","1",1228217,149.416987510695,124.309881739188,1.27211788785953
"orf19.1347",NA,"","1",334.072721868775,512.432644643364,356.759234699913,329.13025406416,0.922555667945097,0.594783757346722,0.632555025005183,"Chr2",NA,NA,NA,NA,NA,228.745602569357,64.5451881979128,4.11260374162789
"orf19.5924","Chr3","","1",753.645301590096,1474.69271820134,846.767235344333,871.084120491465,1.02871731939090,0.915850729394922,0.838563473893335,"Chr3",985138,988530,"W","3",986834,443.669589136904,471.479905214244,0.53226883954549
"orf19.2406","ChrR","GTR2","1",873.852864089933,1717.81493025417,1009.86368707565,1090.17030361638,1.07952223410793,0.674366731307212,0.566661558085737,"ChrR",717487,718608,"W","R",718047.5,424.603764416158,411.925118348218,0.572463745220382
"orf19.6498","Chr7","","1",817.656368930919,1738.99689913751,1020.61474873349,1284.33040395675,1.25838903028837,0.638799038445348,0.254781972828255,"Chr7",476933,475905,"C","7",476419,764.854114249763,1159.09441214439,0.421487165761172
"orf19.4281","Chr5","IFH1","1",827.31542300712,842.425474052062,934.808004775948,557.223946184526,0.596083841107116,0.0651274941622696,0.0212568047482417,"Chr5",596402,595509,"C","5",595955.5,321.213319427390,322.898004716672,0.276418852479648
"orf19.178","ChrR","","1",421.431914778104,756.267912403688,447.137441940829,487.812307478855,1.09096725463534,0.598219523121029,0.523352629180497,"Chr?",1486186,1487151,"W","R",1486668.5,246.61663034981,213.753162972409,1.61471459667979
"orf19.6605","ChrR","","1",238.273301927453,408.767102848399,212.524152985357,254.742081337413,1.19865002522779,0.290647212516138,0.314961926038556,"Chr2",2039264,2040127,"W","R",2039695.5,151.878916569234,50.7508293033625,20.1680899338542
"orf19.512","ChrR","KRE33","1",3124.65968441218,5519.6269499179,3779.85151327676,3554.17589906108,0.94029511121720,0.97277837940572,0.963964934733895,"ChrR",951500,948372,"C","R",949936,1840.57839374305,737.370033412942,0.421931062068147
"orf19.3360","Chr1","","1",889.49890281628,1606.87723951789,1080.53098676167,1111.54354118521,1.02870121709002,0.994076161283582,0.989829119840096,"Chr1",351114,353117,"W","1",352115.5,546.190881071791,677.363350590339,0.579773408446038
"orf19.1887","Chr2","TGL","1",507.338147812059,771.686726691599,549.095837013038,504.338683783973,0.918489359758154,0.814532484028314,0.78739434661123,"Chr2",1520951,1519248,"C","2",1520099.5,180.331912373625,101.990028339442,0.445534382968265
"orf19.5698","Chr5","RPL1","1",1174.99243760048,1526.20258620690,1407.39376186973,947.963932247778,0.673559850790017,0.083245497149294,0.0394297788561835,"Chr5",3999,4808,"W","5",4403.5,352.53895752295,389.125790291982,0.299851626176536
"orf19.4227","Chr5","","1",481.908611050172,820.246519675626,549.631856520208,559.536925800791,1.00529686004718,0.542030250649854,0.456683943247345,"Chr5",488687,489781,"W","5",489234,455.661296594225,454.501092591068,0.374836027882461
"orf19.6302","ChrR","PGA39","1",256.505495059488,404.18686055324,236.042634628123,244.737507234205,1.03683602591447,0.440708975275183,0.454234163481921,"ChrR",1060834,1059989,"C","R",1060411.5,153.771971011098,73.6874433889035,25.03218454855
"NC-plant-2",NA,NA,"0",227.944407603890,387.816297208539,192.992773906614,225.792957789873,1.16894601226706,0.342123028035037,0.359407726601047,NA,NA,NA,NA,NA,NA,127.023360993237,95.9562898108358,1.60500622622243
"NC-SP-phage-09-4",NA,NA,"0",192.324697131866,271.045471769610,153.528304712422,173.654350714123,1.03955316467639,0.266007018661486,0.299128620875958,NA,NA,NA,NA,NA,NA,51.9545191348601,48.6515477741787,0.116263649814915
"NC-SP-phage-09-7",NA,NA,"0",227.10081708471,296.260880428303,189.623484620428,182.945207039666,0.964781379299457,0.475938044946333,0.528177213823331,NA,NA,NA,NA,NA,NA,141.644203735604,66.9077839000699,38.1119193576964
"NC-SP-phage-09-11",NA,NA,"0",213.522943909287,298.215596185424,174.925097704732,185.474922918731,1.04115701548672,0.359104970912437,0.385743245637402,NA,NA,NA,NA,NA,NA,128.925942372041,65.6304127075908,4.4552423701554
"orf19.3128","Chr4","SLY1","1",1446.50516931143,4122.3998100357,1752.61012106585,2630.5694991746,1.50094391647974,0.299420898043185,0.0121602220020692,"Chr4",1518427,1516505,"C","4",1517466,1064.38245264413,1610.73791326051,0.494010065736811
"orf19.2819","ChrR","","1",365.102564102564,720.188225592717,367.850576818086,476.513670060068,1.29540008930235,0.384367798621722,0.52986065570658,"ChrR",581340,581993,"W","R",581666.5,154.828686239723,114.888485643878,1.10678361039984
"orf19.6693","Chr7","","1",721.585842230466,1410.26633199932,803.193089902065,861.671872214936,1.07280787527692,0.961670678948583,0.908417841037391,"Chr7",806391,802960,"C","7",804675.5,376.728514288452,440.164888204197,0.401523602905911
"orf19.510","ChrR","BOP3","1",320.38255619154,419.968366103723,318.496235440777,276.296781344983,0.863143060763722,0.533335229648441,0.516813602262587,"ChrR",945408,943915,"C","R",944661.5,161.488077346894,96.7903381918853,0.45130041724823
"orf19.1628","Chr3","LAP41","1",2869.39312555261,5395.55090188968,3380.23797864476,3334.70467060396,0.986529555514002,0.782389043838689,0.618056937159544,"Chr3",472099,470546,"C","3",471322.5,2149.22084653391,1300.12724957395,0.374750582216815
"orf19.827","Chr2","RPL39","1",4737.96155258837,11042.4957580733,6015.85524464862,6885.35266147325,1.14453429836067,0.989576676869499,0.982056910528283,"Chr2",832816,833553,"W","2",833184.5,2080.36435256094,4141.97829356846,0.480677370528615
"orf19.7378","Chr3","SIS2","1",1140.66177268990,1745.68681667938,1308.52144843028,1099.24102342188,0.840063435521472,0.607189774527912,0.584794084059303,"Chr3",1345073,1343457,"C","3",1344265,621.168913079832,311.650640294684,0.533067410927647
"orf19.4600.1","Chr4","","1",515.569228941053,1070.0528006854,575.82305451562,709.610260809694,1.23234082978254,0.271873775609509,0.173242857689725,"Chr4",374320,374598,"W","4",374459,194.047557709284,233.169910299488,0.491210637179947
"orf19.1080","Chr6","","1",223.812380752943,366.706043125054,202.091273037147,238.28523765493,1.12777812141974,0.245997339246724,0.275461053657061,"Chr6",934154,935761,"W","6",934957.5,36.2531285018578,77.3386438808711,0.0938958400112232
"orf19.5911","Chr3","CMK1","1",1617.66816136932,3435.95816865883,1923.65441470083,2298.66312144564,1.19494598607679,0.350055655187303,0.422148979268254,"Chr3",961937,960690,"C","3",961313.5,559.607900468829,734.766177877244,0.516070344361782
"orf19.6326","Chr6","","1",724.193364850012,1207.61225704624,864.366285712793,817.791892048975,0.946117294908824,0.924653429108512,0.86617408780285,"Chr6",13439,12654,"C","6",13046.5,471.257612570352,447.834100915182,0.533586365926649
"orf19.1445","Chr2","ESC4","1",415.515165150941,599.096812657176,425.711310142833,373.273171353369,0.87682230295486,0.87695778764459,0.873592162530567,"Chr2",248534,245823,"C","2",247178.5,195.016289520462,109.777677718234,1.00234257546371
"orf19.6239","Chr1","KIN28","1",429.516331445324,801.430286627941,479.549293904351,527.306559636951,1.09958781368183,0.615674500514222,0.479035215837762,"Chr1",1435469,1436500,"W","1",1435984.5,321.10379459352,270.830566665553,0.947809756689052
"orf19.3567","Chr2","","1",597.910829469371,1272.85565147903,677.650081110224,761.891110777449,1.12431346503967,0.550086380090983,0.601145801586326,"Chr2",1102068,1100608,"C","2",1101338,305.405428684016,265.917822719095,1.34885317175092
"orf19.3288","Chr1","","1",642.954806750519,1340.58329441530,722.950051214172,848.479783084592,1.17363541458998,0.627691275240428,0.454576643042883,"Chr1",200972,199318,"C","1",200145,558.008133672948,679.258830910866,4.51689769647536
"orf19.923","Chr5","THR1","1",798.475981620718,1080.22593314631,870.5795345262,651.706379671125,0.748589133818551,0.283666768296738,0.0425016014098921,"Chr5",147787,146714,"C","5",147250.5,363.872614869304,294.501371661164,0.206888838507857
"orf19.1220","Chr6","RVS167","1",3564.56332337253,7616.1635739991,4771.02986146525,5044.73811846578,1.05736879980803,0.960126429582375,0.906438346937575,"Chr6",879376,878054,"C","6",878715,3631.37194181721,3680.80813241370,0.431437363692055
"orf19.236","Chr3","RPL9B","1",16691.1811292156,31609.466644419,20668.4371828208,19596.64563461,0.94814356118315,0.895930981941015,0.697473680857052,"Chr3",539518,538943,"C","3",539230.5,9734.05486256486,7387.54418728486,0.209697614731769
"orf19.4723","Chr1","FAD1","1",430.640275672603,823.238622440997,467.899961445219,525.42178377548,1.12293615531104,0.66053715633301,0.527570134064385,"Chr1",1891557,1890621,"C","1",1891089,281.092274540275,288.883564320949,1.22437190201008
"orf19.6817","Chr3","FCR1","1",1593.71983714259,1513.20545187571,1984.43563668024,1050.64385985637,0.529442144878021,0.0362710046087203,0.00393892571518042,"Chr3",1568579,1570132,"W","3",1569355.5,904.739799927176,559.852122330493,0.165269011548427
"orf19.4210","Chr6","","1",480.267916143143,885.482002419843,537.319670092424,590.29483551766,1.09859152451300,0.488993132990052,0.450418550301729,"Chr6",92718,94109,"W","6",93413.5,263.139009923764,158.422831683721,1.34642240419228
"orf19.3303","Chr1","PPM2","1",457.643194524773,811.400751547303,498.184045671592,515.67959091237,1.03511863816753,0.790632974727554,0.759670713719614,"Chr1",234941,232872,"C","1",233906.5,281.933245820449,268.448041332057,1.37798433724233
"orf19.3104","Chr4","YDC1","1",446.089803144023,1146.68397565725,503.078245209326,813.926779781906,1.61789301670804,0.234010873503790,0.124465255867933,"Chr4",1556757,1557647,"W","4",1557202,342.155389157644,495.820011903672,2.84247677886201
"orf19.514","ChrR","LSM2","1",1332.69418226712,3193.64610963749,1761.71834808362,2138.70484624003,1.21398795021150,0.321767492748161,0.178641889430749,"ChrR",953813,954182,"W","R",953997.5,1074.94742344851,616.961279263458,0.761885531256404
"orf19.5413","Chr3","PRP46","1",588.346378767431,1104.21891585174,638.094125447278,685.873597744045,1.07487840804564,0.594327064862057,0.44000569612424,"Chr3",72883,71714,"C","3",72298.5,419.329977069261,340.038843474747,1.86870957194949
"orf19.4096","Chr2","","1",297.666819291819,479.167648065788,277.77356878944,284.498553785012,1.02421031282739,0.775261128293057,0.793644885511796,"Chr2",1904543,1905775,"W","2",1905159,150.984903741735,112.008620907321,1.24012525140658
"orf19.2942","Chr1","DIP52/DIP5","1",3304.25675863991,9966.8689106442,4546.22080584158,8168.56411263374,1.79678120828133,0.515949877423173,0.123225768659836,"Chr1",534219,532460,"C","1",533339.5,2821.60364708561,8195.35727110334,0.67626957501231
"orf19.7123","Chr7","","1",1791.8035982009,5827.6963562753,2335.40010225404,4002.51473781898,1.71384540659903,0.123659998852956,0.127241962385198,"Chr7",2278,2769,"W","7",2523.5,941.354134032844,1130.59177933992,0.76057360540036
"orf19.4646","Chr4","","1",193.425690663440,257.859762426479,156.029437806096,161.004341490217,0.938862113201459,0.532257828605869,0.54837179034207,"Chr4",291298,291735,"W","4",291516.5,63.6818077134645,28.1907380203099,0.0697697646920707
"orf19.5635","Chr4","RBT6/PGA7","1",391.64628469937,576.921900656814,410.543754519997,383.000083215154,0.932909291636779,0.961106694511002,0.954555025346104,"Chr4",17801,18460,"W","4",18130.5,193.594259023864,146.686131002855,0.879742402624121
"orf19.2036","Chr2","DDD1","1",490.421494718228,990.065427854561,522.319902356716,589.69618398691,1.12899428363000,0.592826585634834,0.592598098703241,"Chr2",149633,150712,"W","2",150172.5,204.736673814313,206.951408394326,0.770611352247202
"orf19.5557","Chr6","MNN43/MNT4","1",223.978839533626,389.875179581994,193.257311447014,240.019510213056,1.21824250164603,0.314100689365879,0.346559303319774,"Chr6",583688,586306,"W","6",584997,125.432695623501,96.7290465598878,4.73459097171336
"orf19.3981","Chr5","MAL31","1",577.321870381081,418.699838677153,666.541970751838,324.177772540708,0.48635762902529,0.0322624138263533,0.0187590963366088,"Chr5",1076017,1074251,"C","5",1075134,322.436653829109,249.432528432559,0.263530648395342
"orf19.239","Chr3","STH1","1",1464.31405021174,2092.34616345673,1749.36185410841,1305.12909391562,0.746060108061975,0.112982242692114,0.0138968569089236,"Chr3",546193,542282,"C","3",544237.5,445.919018172639,346.512098292381,0.142627316519158
"orf19.6581","Chr7","","1",326.589948290266,582.98923924027,324.822646262721,364.385278500317,1.12179764155236,0.574498897698814,0.590727314587161,"Chr7",310448,311788,"W","7",311118,180.651200433418,214.701897175621,4.35252754735476
"orf19.4568","Chr4","","1",190.300498277532,248.988892572944,152.484652529200,157.136949970967,0.942088752484185,0.295086237401219,0.322782664580355,"Chr4",441245,438828,"C","4",440036.5,31.7669325836342,34.0905928055353,0.0554410474650181
"orf19.6018","Chr1","LRO1","1",392.312086650447,544.607598239631,402.12341238616,333.761226219857,0.829997000769867,0.686402308552439,0.67990397737526,"Chr1",170165,172257,"W","1",171211,170.986641766515,59.7481708307693,0.708297689109582
"orf19.6940","Chr3","","1",343.909981075589,604.084694494858,358.259854656206,398.574275775053,1.11252843597990,0.678686760844302,0.75883084909027,"Chr3",794020,794460,"W","3",794240,194.083942744748,140.459104853562,1.91601598176338
"orf19.6754","Chr3","","1",885.560732622892,1634.2727364388,1137.20860868354,1154.90597581168,1.01556211146574,0.848974387843304,0.82702461177698,"Chr3",1693788,1694369,"W","3",1694078.5,678.621911052016,427.377090590315,0.819144603807572
"orf19.7326","ChrR","","1",434.154072851161,927.476514146773,463.084854319498,567.602046923664,1.22569771312809,0.432416243517601,0.351189557886190,"ChrR",1974923,1976662,"W","R",1975792.5,224.988172086925,265.789540936759,1.28822513773547
