"","orf","chr","gene","geneflag","WtMean","MutMean","WtMean2","MutMean2","fold.mut.by.wt","p","p.paired","chr.combimatrix","start","end","strand","chr2","loc"
"3857","orf19.1949","Chr5","VPS1","1",2536.90253422546,3701.78113885510,3016.14243296441,2432.06278254979,0.806348783787189,0.244661242779958,0.35840345339017,"Chr5",270302,272383,"W","5",271342.5
"3858","orf19.3990","Chr5","RPC17","1",979.860291405772,1507.37869375029,1209.00764747722,1011.21966065679,0.836404685087685,0.854793082412433,0.473023130479438,"Chr5",1097717,1098208,"W","5",1097962.5
"3865","orf19.3944","Chr5","GRR1","1",1131.60335132704,1258.37212643678,1316.74961895851,855.434640630096,0.64965626593969,0.0815292311778734,0.0880295489706409,"Chr5",1000635,998293,"C","5",999464
"3900","orf19.3976","Chr5","JNM1","1",929.382573365332,1277.47263009979,1121.55768657537,841.173336487139,0.74550599512197,0.738499844216466,0.644825773247852,"Chr5",1065403,1064282,"C","5",1064842.5
"3918","orf19.3203","Chr5","RCY1","1",285.270479969915,417.178649541626,270.083195196691,260.993109717724,0.966343387368669,0.529133153235852,0.545587539298872,"Chr5",390338,387783,"C","5",389060.5
"3938","orf19.4273","Chr5","SLS1","1",508.642095263579,803.282303902994,571.900170352202,552.739168838818,0.96533993532165,0.575874734021935,0.522399763759661,"Chr5",579350,576591,"C","5",577970.5
"3977","orf19.1279","Chr5","CDS1","1",2302.83618012422,2975.19538484806,2961.64368072335,2169.19138091734,0.732428210400903,0.461373705092552,0.0909015866810527,"Chr5",913863,915218,"W","5",914540.5
"3989","orf19.6656","Chr5","DUR8/DUR3","1",753.690343996837,1141.41891975740,871.80672184123,766.832870064088,0.879590453770027,0.833571505239455,0.72714202456943,"Chr5",782263,780698,"C","5",781480.5
"3997","orf19.4045","Chr5","EST1","1",761.785006282284,1194.07349732089,879.440393676318,809.642640038038,0.920633900671193,0.79870524707561,0.666397649712748,"Chr5",1176428,1178266,"W","5",1177347
"4004","orf19.5693","Chr5","GAA1","1",577.681145004421,654.865617569565,609.34772870827,414.320922932178,0.679941687499974,0.315896174019743,0.182238741056275,"Chr5",6473,4830,"C","5",5651.5
"4011","orf19.3962","Chr5","HAS1","1",2884.9926799481,4154.93163586463,3655.1391033797,2883.11753623611,0.788784627531756,0.132360973088576,0.0750718607738205,"Chr5",1034433,1032736,"C","5",1033584.5
"4023","orf19.1938","Chr5","","1",328.096129223561,507.093635531136,324.471381384158,317.670182965614,0.979039142405931,0.757594340546049,0.786653858978193,"Chr5",293764,294402,"W","5",294083
"4030","orf19.4019","Chr5","","1",347.330696325252,488.089490968801,364.693037226517,310.226870522467,0.850652024732186,0.94924384647453,0.959993067816001,"Chr5",1148604,1149224,"W","5",1148914
"4039","orf19.953.1","Chr5","COF1","1",10671.3942603287,16034.6986186454,13926.7093736720,11337.8703607076,0.814109784048595,0.277548916900819,0.119300891494639,"Chr5",67605,68261,"W","5",67933
"4040","orf19.4328","Chr5","CCC2","1",1007.44601487694,1459.31761577007,1212.06301442167,1028.01074158657,0.848149584101523,0.522718070220043,0.144794497688896,"Chr5",668071,671685,"W","5",669878
"4045","orf19.945","Chr5","DID4/VPS2","1",742.222811671088,885.697563559964,856.22753364433,581.355280572122,0.678972887145687,0.0346405295613798,0.0322865245187575,"Chr5",80225,79518,"C","5",79871.5
"4048","orf19.1926","Chr5","SEF2","1",595.6748857714,877.177025094788,675.45845674907,609.539008829504,0.902407842760855,0.79613453230553,0.641492387792188,"Chr5",313356,315341,"W","5",314348.5
"4055","orf19.3176","Chr5","RIM21","1",522.207012751818,833.600742434113,587.502038132854,565.544185964318,0.962625062138812,0.991238106453679,0.991049000730823,"Chr5",437591,436002,"C","5",436796.5
"4075","orf19.5683","Chr5","","1",1079.29228520018,1287.27588547518,1381.95153797808,924.454945470004,0.66894888862931,0.135068846406419,0.0746899550440863,"Chr5",15979,15563,"C","5",15771
"4091","orf19.3960","Chr5","HYS2","1",941.498660167217,1247.09378861393,1079.24357129019,777.389920192233,0.720309984578271,0.100949770623001,0.0683083728007733,"Chr5",1032516,1031092,"C","5",1031804
"4102","orf19.4131","Chr5","","1",1802.70308950378,2506.07511885926,2165.47851949645,1673.82772048622,0.772959743269789,0.570532956470699,0.239135374029825,"Chr5",317987,315402,"C","5",316694.5
"4106","orf19.954","Chr5","XDJ1","1",417.374150728280,595.308049771866,434.112679064264,392.095383098856,0.903211083223883,0.92635371824703,0.937828547729484,"Chr5",66052,64733,"C","5",65392.5
"4122","orf19.3906","Chr5","","1",483.688484030589,736.999968422382,538.723011464594,478.888164618288,0.888932075346779,0.776892036960676,0.827150214072488,"Chr5",940710,941300,"W","5",941005
"4161","orf19.4251","Chr5","","1",273.807742642800,417.486878945817,256.344346537093,266.601903084893,1.04001475626971,0.567881491630007,0.647993624996546,"Chr5",535266,537682,"W","5",536474
"4169","orf19.3208","Chr5","DAL52","1",272.903258643957,379.040001085827,258.618436498472,247.015207335134,0.94006608634581,0.503944391558598,0.483467021638416,"Chr5",375495,377135,"W","5",376315
"4174","orf19.3185","Chr5","NAT1","1",1375.70263114057,2002.81803093055,1610.94899959766,1283.91615620419,0.79699367051648,0.209011991675542,0.245053141505226,"Chr5",424772,427120,"W","5",425946
"4189","orf19.2650.1","Chr5","","1",507.27203672118,747.93075146965,562.148485484352,510.528365959372,0.908173514902378,0.865788879018191,0.817174063176242,"Chr5",744629,744342,"C","5",744485.5
"4194","orf19.4036","Chr5","APM1","1",730.374305087672,907.12384838644,843.268371169617,582.622456987379,0.690909889314689,0.0949747180701221,0.164142844004423,"Chr5",1168166,1169482,"W","5",1168824
"4195","orf19.3939","Chr5","","1",338.805472179565,582.7915565605,352.569646817851,422.942227163438,1.19959908908989,0.45987297181259,0.353988640147113,"Chr5",991317,992225,"W","5",991771
"4214","orf19.3915","Chr5","","1",4087.60218700174,4997.11063540762,4839.69076883639,3362.81904056885,0.69484171638044,0.245121871457750,0.272643468552049,"Chr5",955487,954183,"C","5",954835
"4260","orf19.3220","Chr5","","1",324.388278388278,414.042692939245,317.055359916422,272.846345851376,0.860563738532288,0.913923982297594,0.92005560756939,"Chr5",859155,858550,"C","5",858852.5
"4269","orf19.1936","Chr5","SNF1","1",1792.10382055936,2279.86335678315,2207.56942331144,1627.66619965856,0.737311444193222,0.157794124033110,0.209166826653810,"Chr5",294667,296523,"W","5",295595
"4284","orf19.943","Chr5","FET33","1",365.597977592079,515.783685423772,376.480027429681,310.149671946566,0.823814410724605,0.72017352242593,0.759386842541067,"Chr5",83979,82117,"C","5",83048
"4304","orf19.3931","Chr5","SFC1","1",881.558025257662,1179.53688708952,1005.22319157338,787.019574656373,0.782930180335897,0.637293757142839,0.366863688702861,"Chr5",977996,977085,"C","5",977540.5
"4319","orf19.4230","Chr5","PRE4","1",698.379062155832,1323.72217360931,855.282880800697,1008.82299418428,1.17951968504250,0.878898440939263,0.722134019397421,"Chr5",492390,493226,"W","5",492808
"4320","orf19.579","Chr5","FOL1","1",682.074256478374,836.875686572775,753.063047366208,522.70649196298,0.694107211595515,0.235585897450029,0.112288588552382,"Chr5",184282,181916,"C","5",183099
"4327","orf19.3893","Chr5","SCW11","1",1875.08787261589,1702.92340059366,2256.74047505656,1190.47923731854,0.527521551758717,0.142704430830759,0.0120400636313045,"Chr5",917440,918414,"W","5",917927
"4337","orf19.4232","Chr5","PTH1","1",818.244991623621,1315.83739879683,927.220859997694,951.818878353787,1.02652875859173,0.995882949611147,0.99625217766819,"Chr5",502902,501493,"C","5",502197.5
"4338","orf19.3205","Chr5","MRPL36","1",517.047442877751,738.273789368782,535.569605675243,437.354970590774,0.816616488232858,0.49188749446843,0.255515772012860,"Chr5",384460,385092,"W","5",384776
"4342","orf19.4222","Chr5","SST2","1",293.060936907920,440.119842322428,282.708369532369,300.134649879901,1.06164048265128,0.550123658993524,0.535415847526959,"Chr5",480274,482301,"W","5",481287.5
"4362","orf19.1105.3","Chr5","","1",247.751989389920,366.382847038019,237.756268711703,250.124044739462,1.04878638458638,0.504591723020174,0.516898738271774,"Chr5",855739,855027,"C","5",855383
"4365","orf19.4148","Chr5","","1",559.80715480172,571.338419268773,598.424475384666,379.028919099603,0.633378036311038,0.0481603425518779,0.0713545234377833,"Chr5",342235,340787,"C","5",341511
"4375","orf19.952","Chr5","","1",302.823717605483,366.157751529575,288.28028727522,232.197471593790,0.805457333862416,0.767950883391151,0.811047042045489,"Chr5",69038,71404,"W","5",70221
"4376","orf19.4336","Chr5","RPS5","1",11355.8974156405,16978.4471202321,13716.0702079677,10037.9271747519,0.731836963689558,0.347911491988993,0.205718008507055,"Chr5",683013,683690,"W","5",683351.5
"4404","orf19.4257","Chr5","INT1/BUD4","1",530.767628205128,521.717527960042,556.084428444378,328.890346521487,0.591439590282259,0.321347795558553,0.240507001381768,"Chr5",547681,553251,"W","5",550466
"4408","orf19.4301","Chr5","","1",624.465910853615,588.647839541768,689.487987648911,364.69202526776,0.528931659145108,0.0102979103774938,0.025794823226355,"Chr5",623558,626002,"W","5",624780
"4416","orf19.4299","Chr5","MSW1","1",398.399425287356,553.770308840182,420.722027589046,356.843673851737,0.848169695075477,0.858161970370111,0.870015800362902,"Chr5",621395,622594,"W","5",621994.5
"4426","orf19.4279","Chr5","MNN1","1",2932.17890991847,4324.66847531025,3697.28306430167,2704.08458469382,0.731370722139868,0.105257691714858,0.0327927955769767,"Chr5",591848,589446,"C","5",590647
"4446","orf19.4270","Chr5","MNT2","1",462.435269207502,673.987588611227,486.693413714258,417.542322942321,0.857916526455119,0.835404443749267,0.830756780968058,"Chr5",573200,575497,"W","5",574348.5
"4453","orf19.3174","Chr5","CDC24","1",889.817705182497,983.124212775529,1030.7471068234,657.286968765491,0.637680149101893,0.0526061085922921,0.0568130828189917,"Chr5",443369,440835,"C","5",442102
"4454","orf19.3965","Chr5","","1",267.407549599020,401.203670094777,252.132038349553,250.600885619280,0.99392717902772,0.680676599646589,0.701465639739888,"Chr5",1038746,1038096,"C","5",1038421
"4457","orf19.4145","Chr5","HAP1","1",485.405374386501,615.045253809378,513.991272659226,394.672177097361,0.767857740181956,0.159778028751537,0.195382925398922,"Chr5",336414,333157,"C","5",334785.5
"4463","orf19.3911","Chr5","SAH1","1",9554.9259985392,12344.5525056840,12258.7475722959,8147.99059822892,0.66466745890444,0.0270539629834335,0.0295055320715959,"Chr5",947371,946019,"C","5",946695
"4464","orf19.4023","Chr5","MRP2","1",1825.40307000924,2180.3836707372,2273.68823983711,1462.21670488308,0.643103429601168,0.0281467535342204,0.0175034980077457,"Chr5",1151334,1150987,"C","5",1151160.5
"4479","orf19.6681","Chr5","","1",370.10447205547,547.226503759398,380.909211378368,364.618658596367,0.95723245252313,0.851217902541378,0.866237361721178,"Chr5",819936,821180,"W","5",820558
"4510","orf19.955","Chr5","","1",602.62798408488,897.196804178882,670.256354579945,623.896455344288,0.930832585295352,0.617801102559333,0.648465564830793,"Chr5",63667,64644,"W","5",64155.5
"4519","orf19.1975","Chr5","DIB1","1",333.026552751958,526.221343432294,356.070113834433,362.507435572184,0.992439616171216,0.457881139281962,0.418500178018493,"Chr5",212577,213023,"W","5",212800
"4605","orf19.586","Chr5","ERV46","1",1831.24721258274,2074.63782051282,2153.67792734641,1364.19849417354,0.63342734623946,0.142460507691912,0.0281593617374918,"Chr5",196621,195377,"C","5",195999
"4633","orf19.581","Chr5","NRD1","1",570.973780466861,900.61584002196,621.863475497215,574.926116392538,0.924521440872294,0.811445876682678,0.819846895385923,"Chr5",188241,186145,"C","5",187193
"4678","orf19.3186","Chr5","","1",273.871510673235,398.732095490716,268.017436195600,272.373998719555,1.01625477277074,0.658935425863093,0.686474742560879,"Chr5",424414,424749,"W","5",424581.5
"4685","orf19.4255","Chr5","ECM331/ECM33/PST1","1",6354.08270967538,7476.85544556019,7372.85540038059,4308.08946344924,0.584317639435443,0.477319770668263,0.0112337847158521,"Chr5",542779,541538,"C","5",542158.5
"4721","orf19.1953","Chr5","","1",415.561853351327,911.57236038815,445.542410736688,645.681407539165,1.44920302081132,0.391000788762833,0.408058249457555,"Chr5",268278,268580,"W","5",268429
"4744","orf19.956","Chr5","CSF1","1",400.422467253456,452.231763094740,409.781126995123,286.6747739416,0.69958022723924,0.567828459441653,0.542493722189766,"Chr5",63318,54415,"C","5",58866.5
"4753","orf19.3166","Chr5","DOP1","1",610.867280934432,738.361547934824,668.594937397145,462.028422832224,0.691043854790332,0.151581395646498,0.0315142205832719,"Chr5",458196,463205,"W","5",460700.5
"4764","orf19.967","Chr5","NUC1","1",1276.87385322184,1941.26337312113,1522.10508144466,1188.19474599290,0.780625963658937,0.158960245850407,0.141089836275177,"Chr5",47366,46404,"C","5",46885
"4765","orf19.5689","Chr5","SEC28","1",1181.51867732993,1456.14655172414,1434.71356337863,1004.10118752568,0.699861779490747,0.284456827854308,0.0643050758045985,"Chr5",11086,10151,"C","5",10618.5
"4774","orf19.4004","Chr5","CCT3","1",2221.61622807018,2928.83217382537,2652.28395598163,1854.13785457187,0.699072152659325,0.533611070547694,0.142349330642448,"Chr5",1127845,1129434,"W","5",1128639.5
"4825","orf19.3950","Chr5","MSM1","1",3597.20509136457,5828.53754634154,4997.82335394177,3741.74679215344,0.748675278649521,0.77336210725106,0.422350094162002,"Chr5",1012010,1010277,"C","5",1011143.5
"4859","orf19.4136","Chr5","TOF1","1",606.756390174153,612.004133897963,650.501133848724,372.858985634274,0.573187295505903,0.455289228360384,0.213698674770647,"Chr5",324438,328227,"W","5",326332.5
"4881","orf19.3178","Chr5","PRP9","1",366.290405362433,579.028269862322,367.577481854718,374.540226173246,1.01894224935487,0.763487250363575,0.696609785279142,"Chr5",432447,433988,"W","5",433217.5
"4882","orf19.6296","Chr5","SNF8","1",346.797751590515,613.471816976127,345.94167092324,387.857170772238,1.12116348902731,0.479628654248932,0.57920347280563,"Chr5",359457,358672,"C","5",359064.5
"4902","orf19.2639","Chr5","LSM7","1",776.986175097337,951.552925460347,875.21657188272,622.5179158989,0.711272999047277,0.537112203445257,0.291310179908639,"Chr5",768680,768159,"C","5",768419.5
"4946","orf19.4282","Chr5","","1",644.378997754111,761.153411546107,706.083460063564,483.306193614101,0.68448876223583,0.387709332006212,0.104619797961708,"Chr5",598167,597259,"C","5",597713
"4971","orf19.2642","Chr5","CAM1","1",320.505624970915,428.092376719872,309.027236998209,261.449973629050,0.846041844624088,0.971122569174856,0.971341310460368,"Chr5",764715,764200,"C","5",764457.5
"4977","orf19.4150","Chr5","","1",700.391089795858,735.960729932412,781.408388639798,513.205069575284,0.656769337309807,0.4983705761376,0.276211838339405,"Chr5",344809,344120,"C","5",344464.5
"4979","orf19.3183","Chr5","","1",488.432748538012,714.282656242729,570.177999313504,462.402106491474,0.810978513811842,0.911468201292918,0.912780420065667,"Chr5",428140,428814,"W","5",428477
"4983","orf19.1973","Chr5","HAP5","1",739.681707223311,796.042511367942,834.58013840404,524.128867599958,0.62801502633677,0.0290260696174554,0.0275582854910733,"Chr5",215592,214546,"C","5",215069
"5004","orf19.3947","Chr5","SPT4","1",983.524118098075,1462.86373926734,1237.71774918158,1079.57418620959,0.872229704165941,0.640984563735713,0.229909534129624,"Chr5",1004943,1005281,"W","5",1005112
"5009","orf19.4241","Chr5","","1",678.514193308204,1102.87179487179,780.048561832483,701.686017940853,0.899541454563365,0.705276726144089,0.64287192274472,"Chr5",515689,516003,"W","5",515846
"5012","orf19.4325","Chr5","","1",1093.8082370216,1535.98331510695,1324.63418895637,1074.37854466630,0.811075656678286,0.224709859241232,0.236137846254479,"Chr5",664502,661071,"C","5",662786.5
"5017","orf19.2646","Chr5","HAP4/HAP1","1",636.424499993352,1031.59536605789,757.109606349874,694.143576616474,0.91683366687557,0.79882930243393,0.654178940066922,"Chr5",759787,756059,"C","5",757923
"5032","orf19.4018","Chr5","RSM7","1",627.246645570602,989.683337035454,691.415491915165,625.454126682939,0.904599526618186,0.897900878570805,0.764156285594699,"Chr5",1148453,1147698,"C","5",1148075.5
"5129","orf19.4242","Chr5","CST20(STE20)/CST20/STE20","1",464.620560502475,442.691904047976,495.145771198011,286.840532355851,0.579305224927676,0.06397611722139,0.10871097365139,"Chr5",521590,517904,"C","5",519747
"5137","orf19.4311","Chr5","YNK1","1",8656.4976790451,10973.4869392227,10653.8810203570,6504.78680398224,0.610555608003613,0.305483994678872,0.0175021338880606,"Chr5",641802,642257,"W","5",642029.5
"5152","orf19.577","Chr5","","1",1088.3237428182,1561.43634508657,1308.21964590904,1014.21921371453,0.775266765704154,0.223727562230399,0.0240519259760228,"Chr5",178140,176158,"C","5",177149
"5154","orf19.3951","Chr5","YIP1","1",847.121564976621,1194.98192975037,984.901083845245,810.795991795244,0.823225809265778,0.338674220643475,0.17208789632492,"Chr5",1012957,1012202,"C","5",1012579.5
"5160","orf19.3920","Chr5","MPD1","1",596.15091793344,926.692453115547,659.609264765347,571.607034606426,0.86658430246545,0.303744819821209,0.232491905100412,"Chr5",961514,962413,"W","5",961963.5
"5175","orf19.1944","Chr5","GPR1","1",641.883797275018,948.295975072518,723.01522899151,612.608786365045,0.847297210073342,0.338845041503198,0.178769167262466,"Chr5",280836,283307,"W","5",282071.5
"5181","orf19.568","Chr5","SPE2","1",2870.09734049979,2944.39405179327,3382.47056931250,1766.22173091804,0.522169134874994,0.0459865456839043,0.00355317389937061,"Chr5",160775,159627,"C","5",160201
"5189","orf19.4223","Chr5","GCD11/EIF2","1",6168.22060719327,8544.68839138123,7664.05711159082,5485.35815711652,0.715725114942148,0.0641041027276891,0.0729682349379204,"Chr5",483990,482386,"C","5",483188
"5192","orf19.4043","Chr5","ASK10","1",2385.24470479359,3386.17643675391,2912.27440399488,2424.78518011363,0.832608759939467,0.259413887815584,0.284837389604978,"Chr5",1174965,1172707,"C","5",1173836
"5264","orf19.920","Chr5","RMT2","1",412.932071245079,552.365275412821,427.718799781655,341.697923325312,0.798884508933778,0.752264233440089,0.72908192524429,"Chr5",156807,158162,"W","5",157484.5
"5265","orf19.4216","Chr5","HSP122/HSP12","1",4065.63490121257,8170.67491313987,5181.58869713653,5240.21066373332,1.01131351213368,0.825814916871453,0.547753861114508,"Chr5",473414,473920,"W","5",473667
"5269","orf19.1956","Chr5","","1",1378.17813595088,1330.59397249756,1551.01280922197,802.654062719352,0.517503181112984,0.188114421744149,0.0173143200789703,"Chr5",265067,262806,"C","5",263936.5
"5274","orf19.4304","Chr5","GAP1","1",378.234195402299,900.474121997706,412.683430111147,673.240961647184,1.63137386317125,0.309019379401388,0.149244289515466,"Chr5",627859,626111,"C","5",626985
"5293","orf19.4342","Chr5","","1",694.867087060865,988.241607266542,845.448465179198,676.3343907191,0.799971161548856,0.780176450457568,0.54728886546661,"Chr5",697406,698476,"W","5",697941
"5296","orf19.4293","Chr5","","1",1388.57196539093,2050.75367208434,1696.31012339331,1401.14920215522,0.82599825517303,0.270339827517586,0.0665844655195403,"Chr5",614768,613617,"C","5",614192.5
"5303","orf19.3181.1","Chr5","NCE11","1",1343.06487857021,1349.08077211394,1663.86865388446,897.169687687667,0.539207037522546,0.00393825415553206,0.00723769836927034,"Chr5",429051,428887,"C","5",428969
"5344","orf19.4151","Chr5","SPO1","1",264.752642825011,411.479047521978,249.545324019104,249.872207848096,0.987806732144801,0.42511240395879,0.440142968799348,"Chr5",347572,345242,"C","5",346407
"5364","orf19.4051","Chr5","HTS1","1",2835.05685411584,3960.24508049137,3460.88902321917,2480.14864611188,0.716621836028982,0.0206490778196684,0.0571421518182261,"Chr5",1180974,1179469,"C","5",1180221.5
"5371","orf19.4326","Chr5","","1",292.71738693864,413.129758248406,271.460072880471,279.935152796544,1.03122035526677,0.609651442456268,0.6475944564238,"Chr5",664943,666964,"W","5",665953.5
"5400","orf19.1115","Chr5","GUK1","1",908.95594922319,1147.92895866988,1032.57405197753,723.094662547115,0.700283588535157,0.279890947517269,0.00358490748830007,"Chr5",837693,838265,"W","5",837979
"5413","orf19.978","Chr5","BDF1","1",527.495587599973,644.632981242895,561.642172187053,412.423649103154,0.734317452511022,0.405203148186518,0.302373091888934,"Chr5",32849,30720,"C","5",31784.5
"5431","orf19.3937","Chr5","SDF1","1",366.539138241271,415.156649636913,369.998108969379,269.656388360744,0.72366222769389,0.661945619048578,0.639434487158177,"Chr5",987908,989091,"W","5",988499.5
"5454","orf19.6676","Chr5","DPH5","1",2785.41992705570,3409.75593077521,3356.03628546572,2182.07759007736,0.650194874092236,0.183756468258662,0.0631896006094319,"Chr5",809417,810316,"W","5",809866.5
"5455","orf19.567","Chr5","TFB3","1",516.66644493085,634.108744530039,602.186093056787,453.091397635216,0.75241092887957,0.76226191857213,0.624423083918767,"Chr5",159330,158188,"C","5",158759
"5456","orf19.3193","Chr5","YAP3(FCR3)/FCR3","1",883.443779375494,1154.72072339336,1090.37134169337,813.548064556336,0.746120182591078,0.585864305279096,0.259182108793661,"Chr5",407979,409178,"W","5",408578.5
"5465","orf19.935","Chr5","AGA1","1",1525.73696412229,3080.8259994316,2004.81752661068,2205.72112537346,1.10021041620802,0.833013897317477,0.385645867557598,"Chr5",110891,109830,"C","5",110360.5
"5485","orf19.1950","Chr5","","1",1028.01828344070,1650.27360272137,1248.18446428714,1131.78001746452,0.906740990492057,0.81792382288905,0.614747001875423,"Chr5",269484,269954,"W","5",269719
"5506","orf19.3998","Chr5","","1",353.640583554377,608.943962470278,366.45215216949,396.395476825538,1.08171141710801,0.662036433032556,0.700749338336048,"Chr5",1109628,1109143,"C","5",1109385.5
"5518","orf19.4265","Chr5","UAP1/YDL103","1",992.85687292391,1118.31534644766,1141.10059655643,704.254176760623,0.617170982896597,0.107970056503708,0.0298365972479948,"Chr5",565082,566542,"W","5",565812
"5519","orf19.4266","Chr5","SPR28","1",315.890583554377,447.056768662372,312.307628211752,297.219023327095,0.944222188433701,0.493240606105513,0.48140611758256,"Chr5",568051,566677,"C","5",567364
"5540","orf19.1952","Chr5","","1",265.721535458686,392.072344322344,247.074682364799,244.430824505573,0.989299357449654,0.70115864041898,0.741281754694937,"Chr5",268692,269390,"W","5",269041
"5557","orf19.3213","Chr5","","1",407.984983873255,663.7964858136,420.035807317508,432.382879847167,1.02939528562699,0.686454042754265,0.650694053929349,"Chr5",876534,879011,"W","5",877772.5
"5558","orf19.4153","Chr5","ULA1","1",263.397972716938,390.206564986737,248.577782124131,257.404773862996,1.01677155634075,0.463428819698208,0.480303083317348,"Chr5",353435,355036,"W","5",354235.5
"5571","orf19.4032","Chr5","RPN5","1",1348.71162942483,1467.66067742107,1580.78691103850,973.481752628748,0.61582098499868,0.042718292848727,0.0529777621622669,"Chr5",1164577,1165954,"W","5",1165265.5
"5575","orf19.576","Chr5","CTF8","1",1078.52967008037,1303.21275226085,1336.38955313008,775.550536734798,0.580332684372092,0.894578473077786,0.860810718940976,"Chr5",175559,176047,"W","5",175803
"5586","orf19.927","Chr5","","1",719.549966750768,1130.62280701754,808.034759175289,684.233628977197,0.84678737047841,0.46541361481995,0.0773357748657517,"Chr5",141659,142270,"W","5",141964.5
"5615","orf19.3956","Chr5","","1",405.553952298961,570.60884583253,427.440126009351,375.258738599545,0.877921177178709,0.77191403527898,0.732794263344714,"Chr5",1022737,1024089,"W","5",1023413
"5628","orf19.947","Chr5","MRP17","1",503.09897276771,677.472953216374,526.998133750047,402.435240700537,0.763636937073881,0.394112158023822,0.150057101200473,"Chr5",78136,77777,"C","5",77956.5
"5638","orf19.1105.2","Chr5","CSU51","1",15249.4992379822,21151.9243372578,26157.4057758425,20993.5362707987,0.802584799528823,0.941964020951902,0.678554215895058,"Chr5",856614,856868,"W","5",856741
"5652","orf19.3957","Chr5","FOL2","1",761.492436191052,1063.33928211333,888.4455050265,709.606479262996,0.79870568903585,0.767635669697577,0.436333429550991,"Chr5",1025245,1024415,"C","5",1024830
"5659","orf19.4219","Chr5","VCP1","1",770.28673003242,986.18045029683,862.741777694912,593.162670203778,0.687532104668212,0.456065449329909,0.200211728176368,"Chr5",476856,474373,"C","5",475614.5
"5676","orf19.4013","Chr5","","1",416.966201423098,550.560936564685,435.917711424910,357.158715279557,0.819326001029167,0.889324824679068,0.8797954143749,"Chr5",1141615,1140311,"C","5",1140963
"5686","orf19.1961","Chr5","","1",811.28935152869,949.547417671057,908.937697663556,564.755372152101,0.621335624657021,0.332520588037091,0.0136865718183142,"Chr5",236456,234864,"C","5",235660
"5688","orf19.4040","Chr5","ILV3","1",3813.14157035493,5045.75338716388,4568.14831185418,3021.94317645832,0.661524751422034,0.763038123973365,0.204864838887655,"Chr5",1171299,1169530,"C","5",1170414.5
"5709","orf19.4048","Chr5","DES1","1",3414.35125363143,4626.12426582039,4229.66026369038,3177.26229505201,0.751186170276438,0.286613951876596,0.105618100465273,"Chr5",1178360,1179472,"W","5",1178916
"5732","orf19.1974","Chr5","TFS1","1",2602.13910868573,4056.69642497047,3256.57675428334,2688.14223133520,0.825450291567525,0.344249119576027,0.247731947719557,"Chr5",213880,213101,"C","5",213490.5
"5758","orf19.3936","Chr5","","1",2099.95805232023,3095.51717032967,2679.19474002318,2241.72829131265,0.836717188871928,0.496281119434268,0.086537749688251,"Chr5",984192,987680,"W","5",985936
"5763","orf19.1943","Chr5","","1",366.443717605242,515.270657163466,372.763981700935,338.30980407384,0.907571065557676,0.945581719092336,0.956482278035984,"Chr5",283868,286240,"W","5",285054
"5771","orf19.4305.1","Chr5","","1",282.589678218535,465.147475369458,268.330494552391,292.528548009238,1.09018003524800,0.529860708151015,0.624624651360994,"Chr5",629215,629724,"W","5",629469.5
"5773","orf19.2647","Chr5","","1",406.12532962601,532.342358299595,418.236375520212,312.103468674776,0.746237025142958,0.392699979192022,0.253168079597399,"Chr5",755779,754193,"C","5",754986
"5785","orf19.4152","Chr5","EFT3/CEF3/TEF3/YEF3","1",6540.30512352509,7097.76319851548,7769.67354137306,4373.42734998133,0.562884312538111,0.0728044789823822,0.0664729313001453,"Chr5",351073,347921,"C","5",349497
"5803","orf19.969","Chr5","PRS2","1",5186.14412024757,6290.92706969125,6218.87307956694,4060.90115375905,0.652996306855299,0.0368528374553232,0.107309358323772,"Chr5",43421,44635,"W","5",44028
"5822","orf19.1120","Chr5","","1",364.512851813442,593.611761776235,376.164974324313,366.009888669854,0.97300363843630,0.891321908114635,0.909521840450437,"Chr5",829546,829971,"W","5",829758.5
"5828","orf19.3940","Chr5","","1",286.340649645777,351.446356449932,274.232501363699,220.05440526437,0.80243736307727,0.835859858510748,0.87398201187835,"Chr5",991087,990185,"C","5",990636
"5834","orf19.587","Chr5","TEX1","1",586.5600132626,690.612167714822,633.530959675217,425.021652897341,0.670877478687435,0.0359450914517708,0.0113997844688032,"Chr5",196724,197917,"W","5",197320.5
"5835","orf19.3901","Chr5","","1",1430.39848682272,2457.12465098422,1772.90077474684,1489.11776296989,0.839932941640535,0.819785255122978,0.203347033009459,"Chr5",930448,931965,"W","5",931206.5
"5849","orf19.5685","Chr5","THS1","1",4161.32734771278,3810.61319740771,4811.3380210808,2321.72470572085,0.482552814944252,0.0409203805028987,0.0507322683994705,"Chr5",14674,12554,"C","5",13614
"5853","orf19.4009","Chr5","CNB1","1",1399.59113965285,2126.81332101806,1668.53716521331,1297.99760472959,0.777925497730014,0.0219101455607525,0.050339851907239,"Chr5",1133388,1132867,"C","5",1133127.5
"5866","orf19.3160","Chr5","HSP13/HSP12","1",36963.4505535694,48761.4951882912,47543.3955584235,32936.5989213324,0.692769175076239,0.274543331690918,0.117074057920641,"Chr5",466882,466376,"C","5",466629
"5868","orf19.1108","Chr5","HAM1","1",2004.13925592149,3008.66826923077,2548.75449285107,2010.48956290632,0.788812562585171,0.371983257347782,0.0381668606864092,"Chr5",846308,846916,"W","5",846612
