"","orf","gene","A21_CHROMOSOME","WtMean2","MutMean2","fold.mut.by.wt","sd.ratio","p","p.paired","A21_START","A21_STOP","A21_STRAND","A19_CONTIG","A19_STRAND","A19_START","A19_STOP","CGH.Ratio","CGH.sd","weak"
"4047","orf19.1120","FAV2","Ca21chr5",166.5578685,153.3519477,0.920712717,0.356984401,0.650253901,0.553387241,829537,829962,"W","Contig19-10093","C",28679,28254,0.609991528,0.057277064,0
"4048","orf19.1119","MTR10","Ca21chr5",222.5745458,173.4350747,0.779222413,0.404994765,0.596447985,0.51074277,833547,830668,"C","Contig19-10093","W",24669,27548,0.635932627,0.018977747,0
"4049","orf19.1117","","Ca21chr5",677.7393031,1058.733436,1.562154402,0.58683602,0.633410169,0.28937022,835092,833953,"C","Contig19-10093","W",23124,24263,0.736059008,0.06049901,0
"4050","orf19.1116","","Ca21chr5",484.3775609,307.9571393,0.63577912,0.40333468,0.16494067,0.350564237,836896,836270,"C","Contig19-10093","W",21320,21946,0.65656899,0.076061044,0
"4051","orf19.1115","GUK1","Ca21chr5",820.888904,516.0035972,0.628591268,0.310198153,0.349165955,0.050960633,837684,838256,"W","Contig19-10093","C",20691,19960,0.502489957,0.028890372,0
"4052","orf19.1114","","Ca21chr5",1615.822723,1288.905671,0.797677649,0.348520455,0.315461523,0.493891546,838594,839178,"W","Contig19-10093","C",19622,19038,0.53506435,0.046936727,0
"4053","orf19.1113","","Ca21chr5",425.6997538,411.0203818,0.965530572,0.406956116,0.959928506,0.555804498,840136,839369,"C","Contig19-10093","W",18080,18847,0.568677465,0.029909339,0
"4054","orf19.1112","BUD7","Ca21chr5",288.5874773,272.7435386,0.944552812,31.15433225,0.723350856,0.680697425,842903,840609,"C","Contig19-10093","W",15313,17607,0.603784581,0.027872691,0
"4055","orf19.1111","","Ca21chr5",580.3119336,464.5337799,0.800489794,0.496186814,0.255871876,0.167575805,843951,843253,"C","Contig19-10093","W",14265,14963,0.639967335,0.033170914,0
"4056","orf19.1110","","Ca21chr5",1364.776122,1136.337319,0.832618113,0.402095114,0.920426876,0.575436888,844153,845136,"W","Contig19-10093","C",14072,13080,0.636717883,0.034823995,0
"4057","orf19.1109","","Ca21chr5",510.5490914,413.9243367,0.81074346,0.126390597,0.046592074,0.139905891,845545,845937,"W","Contig19-10093","C",12671,12279,0.570830107,0.035115931,0
"4058","orf19.1108","HAM1","Ca21chr5",2328.368213,1819.641526,0.781509349,0.27352346,0.383481568,0.138518711,846299,846907,"W","Contig19-10093","C",11917,11309,0.603830563,0.031594878,0
"4059","orf19.1107","","Ca21chr5",791.9690094,1069.591076,1.35054663,0.376100707,0.933863199,0.718257271,847685,847077,"C","Contig19-10093","W",10531,11139,0.630611563,0.036190552,0
"4062","orf19.1105.2","PGA56","Ca21chr5",57181.22019,35599.38872,0.622571337,0.265787176,0.151695878,0.22017623,856605,856859,"W","Contig19-10093","C",1611,1357,0.593951348,0.026868955,0
"4063","orf19.3220","","Ca21chr5",107.851919,59.17985605,0.55180464,3.570529646,0.499486359,0.584586536,859146,858541,"C","Contig19-10171","W",31324,31929,0.653561921,0.032594992,0
"4064","orf19.3219","","Ca21chr5",493.1502811,303.5840862,0.615601568,0.300864102,0.227110626,0.042622029,861382,859577,"C","Contig19-10171","W",29088,30893,0.67428935,0.025218989,0
"4065","orf19.3218","","Ca21chr5",219.614313,120.8979116,0.550841926,0.367112572,0.459106444,0.177719417,865191,863725,"C","Contig19-10171","W",25279,26745,0.683285967,0.051148895,0
"4066","orf19.3216","","Ca21chr5",1180.21574,550.3649679,0.466325731,0.08529575,0.300123749,0.000163317,868715,871219,"W","Contig19-10171","C",21755,19251,0.678394778,0.030751608,0
"4067","orf19.3215","","Ca21chr5",177.4010104,253.7886238,1.430592888,7.568798064,0.453525224,0.556256245,872183,872572,"W","Contig19-10171","C",18287,17898,0.564312678,0.016457313,0
"4068","orf19.3214","","Ca21chr5",511.9686399,631.1698584,1.232829141,0.232916131,0.380333101,0.025016473,873713,875197,"W","Contig19-10171","C",16757,15486,0.702630634,0.044713852,0
"4069","orf19.3213","","Ca21chr5",211.7457431,220.4783305,1.040421988,38.44707819,0.528579719,0.443416208,876524,879001,"W","Contig19-10171","C",13945,11468,0.608745777,0.030506017,0
"4070","orf19.3212","MID1","Ca21chr5",707.2523266,732.2704741,1.035373723,0.493011,0.989651042,0.986963689,879385,881061,"W","Contig19-10171","C",11084,9408,0.642103074,0.048497565,0
"4071","orf19.3211","RCF3","Ca21chr5",1655.4612,868.028284,0.52434227,0.273516802,0.044205658,0.03607122,881301,882415,"W","Contig19-10171","C",9139,8054,0.586629783,0.025640255,0
"4073","orf19.3209","FGR42","Ca21chr5",296.6412134,242.4847371,0.817078118,23.65722424,0.554075455,0.315417099,889682,889368,"C","Contig19-10171","W",787,1101,0.731070951,0.026405491,0
"4074","orf19.1287","","Ca21chr5",2746.597496,1801.683333,0.65596919,0.283594321,0.367492794,0.055720474,891567,892709,"W","Contig19-10105","C",25574,24432,0.625315228,0.049446649,0
"4076","orf19.1285","","Ca21chr5",804.7738343,574.3113954,0.7136308,0.235471983,0.507866965,0.014957017,899327,902122,"W","Contig19-10105","C",17814,15019,0.557531001,0.03736817,0
"4077","orf19.1283","MEC1","Ca21chr5",536.8968713,325.4541937,0.606176365,0.141064574,0.019664771,0.004868692,909145,902168,"C","Contig19-10105","W",7996,14973,0.606331169,0.042309628,0
"4078","orf19.1282","CKS1","Ca21chr5",396.0451189,300.7188987,0.759304646,0.478484722,0.184627088,0.179505919,909921,909613,"C","Contig19-10105","W",7220,7528,0.576431956,0.032013375,0
"4079","orf19.1281","","Ca21chr5",717.6460987,590.8815128,0.823360587,0.10982468,0.706330629,0.075494366,911547,910882,"C","Contig19-10105","W",5594,6259,0.59830993,0.044848315,0
"4080","orf19.1280","SUI1","Ca21chr5",8218.361482,8329.921286,1.013574458,0.270196714,0.776938107,0.264651305,912410,912081,"C","Contig19-10105","W",4731,5060,0.627635996,0.036441673,0
"4081","orf19.1279","CDS1","Ca21chr5",2739.195748,1977.46221,0.721913434,0.244199335,0.427509057,0.048488029,913853,915208,"W","Contig19-10105","C",3288,1933,0.598586472,0.024236776,0
"4082","orf19.3893","SCW11","Ca21chr5",2039.878644,987.1363806,0.48391917,0.333454798,0.130668478,0.024749815,916885,918405,"W","Contig19-10194","W",2,976,0.642636164,0.097202957,0
"4083","orf19.3894","","Ca21chr5",355.2095129,379.5212433,1.068443354,0.941249469,0.679261486,0.625912421,919520,918498,"C","Contig19-10194","C",2091,1069,0.574981007,0.030966752,0
"4084","orf19.3895","CHT2","Ca21chr5",3472.128617,709.2468693,0.204268605,0.255570045,0.000600463,0.006578125,921556,919805,"C","Contig19-10194","C",4127,2376,0.563025476,0.08109378,0
"4087","orf19.3899","SDC1","Ca21chr5",155.2482804,113.55054,0.731412546,0.830091028,0.775779389,0.766676514,927539,927925,"W","Contig19-10194","W",10110,10496,0.627820587,0.097728318,0
"4088","orf19.3900","","Ca21chr5",707.3923554,490.8253194,0.693851603,0.512185164,0.185289581,0.208512977,928268,929875,"W","Contig19-10194","W",10839,12446,0.654077428,0.060813571,0
"4089","orf19.3901","","Ca21chr5",1556.814326,1294.560257,0.831544414,0.229055918,0.84507896,0.191993927,930439,931956,"W","Contig19-10194","W",13010,14527,0.617013096,0.075660472,0
"4091","orf19.3903","","Ca21chr5",153.5750549,117.2307752,0.763345162,2.237893868,0.888984342,0.8228106,936301,936888,"W","Contig19-10194","W",18872,19459,0.610747119,0.052555228,0
"4094","orf19.3906","","Ca21chr5",328.2102638,267.7422193,0.81576431,0.197869478,0.309952169,0.324840695,940701,941291,"W","Contig19-10194","W",23272,23862,0.625175581,0.051677315,0
"4096","orf19.3908","","Ca21chr5",952.8907606,997.0974219,1.046392161,0.306247184,0.899021956,0.834538674,943043,943657,"W","Contig19-10194","W",25614,26228,0.531493886,0.036195075,0
"4097","orf19.3910","","Ca21chr5",229.6693435,170.4366644,0.74228286,0.366505725,0.77599503,0.13220744,944280,945521,"W","Contig19-10194","W",26851,28092,0.652447324,0.066027222,0
"4098","orf19.3911","SAH1","Ca21chr5",11997.15334,8046.137053,0.670670519,0.224181787,0.030805569,0.034008906,947362,946010,"C","Contig19-10194","C",29933,28581,0.579650175,0.040327063,0
"4099","orf19.3912","GLN3","Ca21chr5",881.7095146,478.9310621,0.543184636,0.397923249,0.024302276,0.060108731,949897,947849,"C","Contig19-10194","C",32468,30420,0.633376174,0.051405092,0
"4100","orf19.3914","","Ca21chr5",1402.551814,975.8482894,0.695766303,0.863672742,0.417928059,0.290557112,953387,952095,"C","Contig19-10194","C",35958,34666,0.560637009,0.033000213,0
"4101","orf19.3915","","Ca21chr5",4616.134961,3190.959018,0.691262072,0.527262959,0.276055312,0.309537342,955478,954174,"C","Contig19-10194","C",38202,36745,0.599407797,0.048831308,0
"4102","orf19.3916","","Ca21chr5",610.926088,619.7440545,1.01443377,0.453308317,0.929648327,0.749777312,956373,957956,"W","Contig19-10194","W",38944,40528,0.632928149,0.025643917,0
"4103","orf19.3919","","Ca21chr5",667.054891,509.1343457,0.763257046,0.495026095,0.642698055,0.368372982,960282,958171,"C","Contig19-10194","C",42854,40743,0.58450535,0.043302271,0
"4104","orf19.3920","","Ca21chr5",449.0411503,362.134025,0.806460666,0.268484621,0.281876745,0.174658232,961504,962403,"W","Contig19-10194","W",44076,44975,0.636267408,0.03339081,0
"4105","orf19.3921","","Ca21chr5",549.8684297,496.1727758,0.902348178,0.226042037,0.337213856,0.414794422,963291,962440,"C","Contig19-10194","C",45863,45012,0.642280483,0.084363743,0
"4106","orf19.3922","","Ca21chr5",1457.506744,1562.028594,1.071712773,0.393931932,0.616135132,0.174022237,964315,963452,"C","Contig19-10194","C",46887,46024,0.64499555,0.042025526,0
"4107","orf19.3923","PGA37","Ca21chr5",939.2652538,2227.76441,2.371816056,1.040834038,0.494461954,0.082292826,965828,965202,"C","Contig19-10194","C",48400,47774,0.595260303,0.04987926,0
"4110","orf19.3926","","Ca21chr5",267.3637357,233.7806972,0.874391946,0.484213951,0.915576023,0.778639884,971643,972842,"W","Contig19-10194","W",54215,55414,0.55966951,0.028873917,0
"4111","orf19.3928","","Ca21chr5",304.9543261,241.9439776,0.793377752,0.618366677,0.389558465,0.359670567,974251,973109,"C","Contig19-10194","C",56823,55681,0.586930025,0.043572024,0
"4112","orf19.3929","","Ca21chr5",491.0539443,501.2774162,1.020473093,13.75362208,0.715977989,0.500222293,974703,975740,"W","Contig19-10194","W",57275,58312,0.561642548,0.042812021,0
"4113","orf19.3930","YUH2","Ca21chr5",706.675588,655.7956135,0.928000945,0.542744058,0.639836872,0.626240251,976772,975762,"C","Contig19-10194","C",58891,58334,0.582635966,0.025516136,0
"4114","orf19.3931","SFC1","Ca21chr5",793.6149685,579.9423214,0.730760311,0.454787932,0.727554121,0.153278755,977986,977075,"C","Contig19-10194","C",60558,59647,0.656075309,0.07198112,0
"4115","orf19.3932","","Ca21chr5",3466.400488,4906.512122,1.415448717,0.43592888,0.351851993,0.109084956,980773,979946,"C","Contig19-10194","C",63345,62518,0.603770621,0.063791915,0
"4116","orf19.3934","CAR1","Ca21chr5",1091.587153,1950.495149,1.786843261,1.075036385,0.678045811,0.509208149,982845,981892,"C","Contig19-10194","C",65417,64464,0.598499969,0.038054401,0
"4117","orf19.3935","","Ca21chr5",286.8136751,331.6229455,1.15623129,0.386165661,0.846605096,0.608605666,983153,983455,"W","Contig19-10194","W",65725,66027,0.71770274,0.080909528,0
"4118","orf19.3936","","Ca21chr5",2458.098196,2051.152574,0.834446963,0.408533699,0.395196441,0.055366508,984182,987670,"W","Contig19-10194","W",66754,70242,0.62660231,0.040660322,0
"4119","orf19.3937","","Ca21chr5",177.5798448,80.1887131,0.453528592,0.349720681,0.662652925,0.06477808,987898,989079,"W","Contig19-10194","W",70470,71653,0.526772715,0.034641439,0
"4120","orf19.3938","","Ca21chr5",636.6237366,359.0514958,0.564255056,0.678998777,0.279903164,0.096480572,989309,990097,"W","Contig19-10194","W",71883,72671,0.569388337,0.053870045,0
"4122","orf19.3939","","Ca21chr5",154.276612,220.7133393,1.430169107,45.87852858,0.769368038,0.711136284,991305,992213,"W","Contig19-10194","W",73648,74787,0.628760866,0.050211445,0
"4123","orf19.3941","URA7","Ca21chr5",2499.052338,1585.836472,0.634575134,0.20376619,0.018110701,0.015161231,995477,993756,"C","Contig19-10194","C",78051,76330,0.598508833,0.02400522,0
"4124","orf19.3942","","Ca21chr5",43742.31603,26878.74133,0.614479154,0.198508808,0.175940849,0.020477215,996764,996174,"C","Contig19-10194","C",79338,78748,0.681798186,0.077844975,0
"4126","orf19.3944","GRR1","Ca21chr5",1103.945384,648.6409824,0.587566189,0.687566337,0.147978782,0.171601116,1000623,998281,"C","Contig19-10194","C",83197,80855,0.584332541,0.041291532,0
"4127","orf19.3945","","Ca21chr5",601.5389294,506.6459551,0.842249654,0.355689736,0.480506356,0.108649886,1002133,1003563,"W","Contig19-10194","W",84707,86137,0.602973568,0.048755176,0
"4128","orf19.3946","","Ca21chr5",374.7160822,242.4355089,0.647141476,36.41821427,0.816663225,0.791605866,1004587,1003703,"C","Contig19-10194","C",87272,86277,0.609293763,0.064679794,0
"4129","orf19.3947","","Ca21chr5",1023.222376,873.641532,0.853813943,0.495249639,0.433332678,0.202438601,1004931,1005269,"W","Contig19-10194","W",87505,87843,0.481445515,0.029380123,0
"4130","orf19.3949","","Ca21chr5",761.695911,340.59163,0.447149085,0.459407554,0.029707027,0.045963768,1009339,1005395,"C","Contig19-10194","C",91913,87969,0.614822382,0.058748711,0
"4131","orf19.3950","MSM1","Ca21chr5",4759.071211,3584.280171,0.753146993,0.576332619,0.782547396,0.465666774,1011998,1010265,"C","Contig19-10194","C",94572,92839,0.61865557,0.063463666,0
"4132","orf19.3951","TIP1","Ca21chr5",772.9020564,603.3321264,0.780606186,0.454008731,0.279717151,0.188502276,1012945,1012190,"C","Contig19-10194","C",95519,94764,0.614841186,0.039716578,0
"4133","orf19.3952","","Ca21chr5",402.03799,357.0025053,0.887982017,0.72639177,0.48105701,0.51903821,1013452,1015059,"W","Contig19-10194","W",96026,97633,0.58124556,0.029034758,0
"4134","orf19.3954","","Ca21chr5",589.3165987,223.5828819,0.379393491,0.136687982,0.115736307,0.001454082,1015820,1019032,"W","Contig19-10194","W",98394,101606,0.594497057,0.042534231,0
"4135","orf19.3955","MES1","Ca21chr5",1167.469091,849.6974995,0.727811559,0.227277519,0.538425354,0.080376559,1022448,1020202,"C","Contig19-10194","C",105022,102776,0.583233366,0.041512434,0
"4136","orf19.3956","","Ca21chr5",220.9331099,162.2422872,0.733796703,2.831930011,0.99929161,0.998185552,1022725,1024077,"W","Contig19-10194","W",105299,106651,0.611993281,0.024220582,0
"4137","orf19.3957","","Ca21chr5",676.5939354,502.1216505,0.7423778,0.405116666,0.562552087,0.248845722,1025233,1024403,"C","Contig19-10194","C",107807,106977,0.609468342,0.043156135,0
"4138","orf19.3959","SSD1","Ca21chr5",1127.607109,818.881112,0.726211378,0.363357198,0.332158232,0.178884324,1029517,1025693,"C","Contig19-10194","C",112091,108267,0.621562755,0.054813599,0
"4139","orf19.3960","HYS2","Ca21chr5",867.2901948,571.6527395,0.659125104,0.33758961,0.21350395,0.096254241,1032504,1031080,"C","Contig19-10194","C",115078,113654,0.622749991,0.051667813,0
"4140","orf19.3962","HAS1","Ca21chr5",3430.63159,2703.621241,0.788082652,0.309981426,0.139987054,0.089999599,1034421,1032724,"C","Contig19-10194","C",116995,115298,0.621779595,0.048378211,0
"4142","orf19.3964","ASH2","Ca21chr5",517.1314791,211.2753991,0.408552578,0.260919362,0.051388848,0.006138428,1036689,1038089,"W","Contig19-10194","W",119263,120663,0.645709548,0.079546628,0
"4145","orf19.3967","PFK1","Ca21chr5",6816.378589,6011.923549,0.881982048,0.505668187,0.528743513,0.327525658,1041235,1044198,"W","Contig19-10194","W",123809,126772,0.607073783,0.027370157,0
"4147","orf19.3969","SFL2","Ca21chr5",330.8113742,108.1006628,0.327278135,0.214558009,0.083557314,0.063082905,1053870,1056014,"W","Contig19-10194","W",136444,138588,0.660888496,0.072371541,0
"4148","orf19.3970","","Ca21chr5",310.5005802,292.4073957,0.941728983,0.482882265,0.485005832,0.382847218,1058879,1058136,"C","Contig19-10194","C",141453,140710,0.598397245,0.032972003,0
"4150","orf19.3972","","Ca21chr5",624.2618918,445.3659723,0.713428095,0.337223966,0.492167901,0.115700171,1060529,1060009,"C","Contig19-10194","C",142987,142583,0.598249081,0.060764486,0
"4151","orf19.3973","","Ca21chr5",1354.333525,1310.777587,0.967839578,0.182343329,0.780196147,0.214938875,1061136,1061921,"W","Contig19-10194","W",143710,144495,0.618607075,0.027914248,0
"4152","orf19.3974","PUT2","Ca21chr5",2164.648947,1469.427358,0.678829406,0.25914243,0.178185766,0.030963423,1063882,1062095,"C","Contig19-10194","C",146456,144669,0.610608679,0.038528151,0
"4153","orf19.3976","","Ca21chr5",930.7222473,674.7543784,0.725126983,0.164412821,0.950765653,0.144402618,1065391,1064270,"C","Contig19-10194","C",147965,146844,0.598369078,0.026521062,0
"4154","orf19.3977","","Ca21chr5",444.7753855,354.1261755,0.79626738,0.317822993,0.846382326,0.130358941,1066749,1065640,"C","Contig19-10194","C",149323,148214,0.628562902,0.027982144,0
"4155","orf19.3978","","Ca21chr5",250.173447,113.8252262,0.454985242,0.175473712,0.01456446,0.004640672,1066976,1067689,"W","Contig19-10194","W",149550,150263,0.588344609,0.053067945,0
"4156","orf19.3980","","Ca21chr5",384.7088427,202.3347845,0.52594264,6.6248941,0.804597711,0.756763154,1073719,1067930,"C","Contig19-10194","C",156293,150504,0.623380212,0.052788841,0
"4157","orf19.3981","MAL31","Ca21chr5",455.3594767,136.9056217,0.301751975,0.514142387,0.026133106,0.026047844,1076005,1074239,"C","Contig19-10194","C",158579,156813,0.597805593,0.02415952,0
"4158","orf19.3982","","Ca21chr5",913.7398621,127.579808,0.139963046,0.492246854,0.220304375,0.064674794,1078944,1080692,"W","Contig19-10194","W",161518,163266,0.570462549,0.022237711,0
"4159","orf19.3983","","Ca21chr5",2347.444472,2554.59247,1.088244046,0.477822003,0.969625025,0.9404148,1083059,1080849,"C","Contig19-10194","C",165633,163423,0.601603659,0.024531035,0
"4160","orf19.3984","","Ca21chr5",222.6463002,65.6793693,0.296491352,0.725044946,0.033151864,0.024969295,1088560,1091088,"W","Contig19-10194","W",171134,173662,0.644344456,0.022961171,0
"4162","orf19.3988","","Ca21chr5",218.2498998,250.1879035,1.146336854,0.62996859,0.888402143,0.771378537,1095702,1097429,"W","Contig19-10194","W",178276,180003,0.651655125,0.032399687,0
"4163","orf19.3990","","Ca21chr5",995.0900218,812.1593209,0.816334171,1.729187718,0.619423571,0.447637753,1097705,1098196,"W","Contig19-10194","W",180279,180770,0.655651007,0.102657339,0
"4164","orf19.3991","","Ca21chr5",1852.721962,2182.124053,1.177793592,0.425216843,0.951299638,0.833602393,1100466,1098265,"C","Contig19-10194","C",183088,180839,0.629180112,0.032767583,0
"4165","orf19.3994","","Ca21chr5",772.8342008,468.7170954,0.60649114,0.131909704,0.077556405,0.003226659,1102477,1101287,"C","Contig19-10194","C",185051,183861,0.587309109,0.036586718,0
"4166","orf19.3995","RIM13","Ca21chr5",343.7839664,255.1900214,0.742297624,0.388912344,0.202425871,0.053226061,1104673,1102520,"C","Contig19-10194","C",187247,185094,0.586245878,0.050659322,0
"4167","orf19.3996","","Ca21chr5",503.0551885,289.4333892,0.575351166,0.410711203,0.050187193,0.073733349,1104781,1106229,"W","Contig19-10194","W",187355,188803,0.553264655,0.023559994,0
"4168","orf19.3997","ADH1","Ca21chr5",60649.62834,39514.00395,0.651512714,0.184674034,0.171741504,0.02318858,1107937,1108986,"W","Contig19-10194","W",190256,191560,0.719686837,0.080702163,0
"4169","orf19.3998","","Ca21chr5",156.7987735,183.8088748,1.172259646,0.193878546,0.161333357,0.21937312,1109616,1109131,"C","Contig19-10194","C",192190,191705,0.64110876,0.059597003,0
"4170","orf19.3999","","Ca21chr5",109.7305374,17.7669356,0.165966684,0.458429486,0.249423423,0.046098667,1109886,1112189,"W","Contig19-10194","W",192460,194763,0.638092969,0.033922776,0
"4171","orf19.4000","FIL2","Ca21chr5",624.3623771,220.2023972,0.352683642,0.190782239,0.004829756,0.003098565,1119088,1121145,"W","Contig19-10194","W",201662,203719,0.612351849,0.058334562,0
"4172","orf19.4001","","Ca21chr5",320.5143451,255.1671793,0.79726323,0.450856685,0.436941168,0.113662658,1121602,1122867,"W","Contig19-10194","W",204176,205441,0.579796708,0.024373658,0
"4173","orf19.4002","DUN1","Ca21chr5",132.9346169,52.89594183,0.399915566,0.37850304,0.3149028,0.156477724,1124644,1122956,"C","Contig19-10194","C",207218,205530,0.556475498,0.025530487,0
"4174","orf19.4003","TIP20","Ca21chr5",1155.178356,661.5499661,0.572682099,0.435984124,0.179347788,0.110269209,1127570,1125216,"C","Contig19-10194","C",210144,207790,0.587149584,0.051158326,0
"4175","orf19.4004","CCT3","Ca21chr5",2434.757563,1664.423934,0.683609719,0.270984987,0.589968068,0.131904849,1127833,1129422,"W","Contig19-10194","W",210407,211996,0.600722402,0.030668416,0
"4176","orf19.4005","","Ca21chr5",422.0709703,420.3169647,0.996239166,129.580822,0.853420331,0.797012102,1130202,1129477,"C","Contig19-10194","C",212776,212051,0.625666891,0.058442566,0
"4178","orf19.4007","","Ca21chr5",609.6350652,525.9415612,0.862715403,0.21049384,0.738082883,0.198432924,1132677,1131376,"C","Contig19-10194","C",215251,213950,0.570297667,0.037582397,0
"4179","orf19.4009","CNB1","Ca21chr5",1453.953423,1099.902211,0.756490678,0.293619758,0.055963736,0.130536165,1133376,1132855,"C","Contig19-10194","C",216034,215429,0.609172014,0.031706479,0
"4180","orf19.4010","PAN3","Ca21chr5",299.1891462,149.9719115,0.501261204,0.36092335,0.004026892,0.019271468,1133879,1135975,"W","Contig19-10194","W",216453,218549,0.625193014,0.040006954,0
"4182","orf19.4012","PCL5","Ca21chr5",721.4295877,632.9999714,0.877424467,0.282353584,0.362373494,0.12899744,1139318,1140232,"W","Contig19-10194","W",221892,222806,0.629128519,0.025137941,0
"4183","orf19.4013","","Ca21chr5",236.335118,152.0662902,0.643686292,0.71624642,0.861960483,0.43592024,1141603,1140299,"C","Contig19-10194","C",224222,222873,0.58829538,0.045654678,0
"4184","orf19.4014","","Ca21chr5",160.2772106,188.0755813,1.174297941,24.18990242,0.929252903,0.890659255,1141942,1143390,"W","Contig19-10194","W",224516,225964,0.644358265,0.074837308,0
"4185","orf19.4015","CAG1","Ca21chr5",48.91018033,760.5665543,15.49746165,316.4835154,0.003995111,0.003328837,1143585,1144874,"W","Contig19-10194","W",226159,227448,0.635210011,0.046766206,0
"4186","orf19.4016","","Ca21chr5",6176.420168,4325.018547,0.700246814,0.177279456,0.18117268,0.033787975,1146284,1144965,"C","Contig19-10194","C",228858,227539,0.593461039,0.066373284,0
"4188","orf19.4018","","Ca21chr5",480.8857417,416.4151716,0.865933704,39.57598885,0.686650534,0.561134765,1148441,1147686,"C","Contig19-10194","C",231015,230260,0.588654108,0.034425913,0
"4189","orf19.4019","","Ca21chr5",154.9714093,96.66628762,0.623768526,0.684627511,0.325813242,0.41486745,1148592,1149212,"W","Contig19-10194","W",231166,231786,0.668436651,0.106145795,0
"4190","orf19.4021","","Ca21chr5",998.7706082,757.3373071,0.758269517,0.125397045,0.003397789,0.006700101,1150168,1149257,"C","Contig19-10194","C",232742,231831,0.655726755,0.051029117,0
"4191","orf19.4022","SDH4","Ca21chr5",821.2401983,581.2922578,0.70782246,0.165345195,0.276445491,0.025264437,1150803,1150309,"C","Contig19-10194","C",233377,232883,0.614839625,0.048381032,0
"4192","orf19.4023","MRP2","Ca21chr5",2055.507232,1263.569685,0.614724028,0.234598739,0.039009098,0.036659607,1151322,1150975,"C","Contig19-10194","C",233896,233549,0.596378437,0.031844213,0
"4193","orf19.4024","RIB5","Ca21chr5",4202.379376,3563.045444,0.847863823,0.426152698,0.648730025,0.383772692,1151737,1152450,"W","Contig19-10194","W",234185,235024,0.615906222,0.0540233,0
"4194","orf19.4025","PRE1","Ca21chr5",4343.841287,3974.475878,0.914968024,0.242824978,0.563369751,0.205888307,1152595,1153185,"W","Contig19-10194","W",235169,235759,0.636820345,0.091759495,0
"4195","orf19.4026","HIS1","Ca21chr5",5208.518226,5203.441778,0.999025357,0.429009467,0.732864082,0.766921711,1154134,1153238,"C","Contig19-10194","C",236708,235812,0.620163275,0.055320284,0
"4196","orf19.4028","","Ca21chr5",289.6930891,270.4958671,0.933732551,0.127885853,0.331680153,0.318277597,1155352,1154366,"C","Contig19-10194","C",237926,236940,0.644047096,0.080304535,0
"4197","orf19.4029","","Ca21chr5",3808.486799,3247.642883,0.852738385,0.360480062,0.300647948,0.252686676,1155795,1157042,"W","Contig19-10194","W",238369,239616,0.576788492,0.012932024,0
"4198","orf19.4030","","Ca21chr5",1280.919482,830.0769987,0.648032144,0.353956549,0.12120791,0.105285962,1157239,1158513,"W","Contig19-10194","W",239729,241087,0.602828621,0.045803953,0
"4199","orf19.4031","","Ca21chr5",220.4313213,140.6318372,0.637984822,0.622720205,0.216381967,0.131238717,1161237,1158544,"C","Contig19-10194","C",243811,241118,0.640356258,0.111927493,0
"4200","orf19.4033","PRP22","Ca21chr5",104.2554407,53.54640668,0.514384116,0.462857442,0.670993556,0.164926242,1164407,1161417,"C","Contig19-10194","C",246981,243991,0.628571425,0.087083279,0
"4201","orf19.4032","RPN5","Ca21chr5",1367.030968,768.1351077,0.561900298,0.579588675,0.055139055,0.081883096,1164565,1165941,"W","Contig19-10194","W",247139,248516,0.574185068,0.027135437,0
"4202","orf19.4035","PGA4","Ca21chr5",4545.472574,3028.366817,0.666238057,0.520316539,0.071616385,0.159173845,1167315,1165960,"C","Contig19-10194","C",249890,248535,0.629642689,0.103299102,0
"4203","orf19.4036","APM1","Ca21chr5",631.7983038,373.0815652,0.590507387,0.316885935,0.022275192,0.040355057,1168153,1169469,"W","Contig19-10194","W",250728,252044,0.608984527,0.039839354,0
"4204","orf19.4040","ILV3","Ca21chr5",4344.5883,2851.184949,0.65626125,0.825032706,0.901203089,0.674388996,1171286,1169517,"C","Contig19-10194","C",253861,252092,0.629477478,0.087852121,0
"4205","orf19.4041","PEX4","Ca21chr5",2633.505546,1973.385008,0.749337707,0.335251501,0.572654906,0.159811416,1172145,1172669,"W","Contig19-10194","W",254720,255244,0.688327315,0.120671025,0
"4206","orf19.4043","","Ca21chr5",2692.762455,2235.751919,0.830281897,0.642470418,0.267241415,0.315740495,1174952,1172694,"C","Contig19-10194","C",257527,255269,0.688614668,0.10158762,0
"4207","orf19.4044","MUM2","Ca21chr5",345.4885963,354.0715854,1.024843046,0.315749219,0.952953784,0.881032356,1175905,1175225,"C","Contig19-10194","C",258480,257800,0.644544055,0.131049316,0
"4208","orf19.4045","EST1","Ca21chr5",667.7211339,605.4088499,0.906928785,0.618213512,0.661385946,0.326431747,1176415,1178253,"W","Contig19-10194","W",258990,260828,0.659724067,0.082526901,0
"4209","orf19.4046","","Ca21chr5",223.8148959,183.2736006,0.81886239,0.088125017,0.678621537,0.087902598,1176416,1175955,"C","Contig19-10194","C",258991,258530,0.597973662,0.09808649,0
"4210","orf19.4048","DES1","Ca21chr5",4004.296821,2999.670092,0.749112822,0.393095294,0.304563925,0.152622221,1178347,1179459,"W","Contig19-10194","W",260922,262034,0.619632135,0.072791629,0
"4211","orf19.4051","HTS1","Ca21chr5",3239.668934,2299.437505,0.709775459,0.252228378,0.036093217,0.089789208,1180961,1179456,"C","Contig19-10194","C",263536,262031,0.625214336,0.091456548,0
