orf,gene,A21_CHROMOSOME,WtMean2,MutMean2,fold.mut.by.wt,sd.ratio,p,p.paired,A21_START,A21_STOP,A21_STRAND,A19_CONTIG,A19_STRAND,A19_START,A19_STOP,CGH Ratio,CGH sd
orf19.4636,,Ca21chr4,0,13.66207282,1,11.35100306,0.18373739,0.18373739,309905,309483,C,Contig19-10212,W,140635,141057,1.003534983,0.049276704
orf19.4635,NIP1,Ca21chr4,1063.807605,849.6929907,0.798728066,0.416981979,0.659194738,0.394736718,310023,312647,W,Contig19-10212,C,140517,137893,0.927955006,0.050126958
orf19.4634,,Ca21chr4,1171.906307,1054.36876,0.899703972,0.124883655,0.52341853,0.138938476,313048,314235,W,Contig19-10212,C,137492,136305,1.045067378,0.069851474
orf19.4633,,Ca21chr4,2101.752206,2105.4097,1.001740212,0.539602152,0.856185883,0.409460694,314590,315396,W,Contig19-10212,C,135950,135144,1.001930619,0.052721909
orf19.4632,RPL20B,Ca21chr4,18142.18346,17957.44779,0.989817341,0.428664809,0.793314694,0.717699283,316283,315765,C,Contig19-10212,W,134257,134775,0.932142368,0.085756501
orf19.4631,ERG251,Ca21chr4,6063.705581,6612.050359,1.09043064,0.353857882,0.767564557,0.617053744,318197,317232,C,Contig19-10212,W,132343,133308,0.968067458,0.086153645
orf19.4630,CPA1,Ca21chr4,640.2846083,1050.042033,1.639961384,1.01148044,0.413760679,0.245500194,321528,320236,C,Contig19-10212,W,129012,130304,1.007314569,0.027639694
orf19.4629,,Ca21chr4,322.3498731,237.3976785,0.736595851,0.396003595,0.749442474,0.094540241,324742,321845,C,Contig19-10212,W,125798,128695,1.017995207,0.059496908
orf19.4628,,Ca21chr4,298.3325095,279.0487353,0.935361472,1.280496715,0.941239988,0.903630696,329218,327722,C,Contig19-10212,W,121322,122818,1.003512323,0.05732989
orf19.4627,,Ca21chr4,732.8444318,627.3520854,0.856050832,6.901668599,0.845621189,0.69079369,329559,332903,W,Contig19-10212,C,120981,117637,0.971512632,0.048863117
orf19.4626,,Ca21chr4,180.4309899,297.3066373,1.647758167,0.304865169,0.272465634,0.00216719,334137,332956,C,Contig19-10212,W,116403,117584,0.984680281,0.028471472
orf19.4625,TOA2,Ca21chr4,227.008303,322.3912254,1.420173717,0.703426597,0.635467697,0.494809703,334560,334952,W,Contig19-10212,C,115980,115588,0.985984152,0.07790007
orf19.4624,HRT2,Ca21chr4,1426.118568,1507.017435,1.056726606,0.288576149,0.637981042,0.563989076,336398,335040,C,Contig19-10212,W,114142,115500,0.96762927,0.053113651
orf19.4623.3,NHP6A,Ca21chr4,4174.742274,3926.885581,0.940629462,0.315417555,0.786654563,0.323000935,337601,337323,C,Contig19-10212,W,112939,113217,0.948437755,0.097343787
orf19.4623,,Ca21chr4,34840.63268,29129.52773,0.836079184,0.204446833,0.576372938,0.142116492,340995,340567,C,Contig19-10212,W,109545,109973,1.061267158,0.068309284
orf19.4622,,Ca21chr4,628.930034,347.1595728,0.551838171,29.35520516,0.750699647,0.660455661,342124,340967,C,Contig19-10212,W,108416,109573,1.044145611,0.089793695
orf19.4621,,Ca21chr4,734.2913623,581.3441537,0.791707738,0.296767523,0.424171171,0.182412398,345094,342977,C,Contig19-10212,W,105446,107563,1.006222359,0.089276906
orf19.4620,,Ca21chr4,94.23340818,137.2710037,1.45590637,0.758231545,0.911618564,0.612819325,345473,345802,W,Contig19-10212,C,105067,104738,0.972030895,0.033846349
orf19.4618,FBA1,Ca21chr4,18467.15652,29798.20525,1.613578421,0.467701646,0.18298769,0.022484076,347099,346020,C,Contig19-10212,W,103441,104520,1.049829873,0.128181933
orf19.4617,,Ca21chr4,837.6363872,1192.872137,1.424093025,0.616733851,0.638465506,0.104380553,348197,348733,W,Contig19-10212,C,102343,101807,0.9724602,0.047272766
orf19.4616,POL30,Ca21chr4,3071.602833,2968.693765,0.966496623,0.337833423,0.849700164,0.74699359,349157,349936,W,Contig19-10212,C,101383,100604,0.969564708,0.043098701
orf19.4615,,Ca21chr4,411.8847217,501.0453054,1.216469752,0.695854212,0.542718488,0.29474308,351044,350088,C,Contig19-10212,W,99496,100452,0.985313221,0.049145372
orf19.4614,,Ca21chr4,101.8762596,94.03736001,0.921675001,3.528460131,0.822936988,0.488857152,352173,355670,W,Contig19-10212,C,98367,94870,0.980975262,0.053859114
orf19.4612,,Ca21chr4,250.4412194,374.1935628,1.493808656,0.532226621,0.858356028,0.172676671,356583,357308,W,Contig19-10212,C,93957,93232,0.977566442,0.074194054
orf19.4611,,Ca21chr4,3136.14449,2868.348634,0.914609847,0.259480229,0.860643197,0.753308351,358932,357958,C,Contig19-10212,W,91608,92582,1.048307328,0.092733365
orf19.4610,,Ca21chr4,780.1390802,756.3590152,0.969518172,0.48397217,0.96620945,0.862202583,360947,359154,C,Contig19-10212,W,89592,90710,1.045289981,0.09589172
orf19.4609,,Ca21chr4,6392.546992,7853.630259,1.228560426,0.332824946,0.552190975,0.195096151,361972,361241,C,Contig19-10212,W,88567,89298,1.031331361,0.098571293
orf19.4608,PDC12,Ca21chr4,427.1935287,508.2165576,1.189589554,3.975654913,0.719198877,0.1805019,364384,362465,C,Contig19-10212,W,86155,88074,1.025420787,0.086084982
orf19.4607,,Ca21chr4,474.1781666,409.408817,0.86315186,10.72620103,0.712565796,0.285955453,366001,364697,C,Contig19-10212,W,84538,85842,1.01321261,0.082044681
orf19.4606,ERG8,Ca21chr4,324.0457175,563.8442182,1.739633995,0.772214142,0.718680047,0.020659826,367771,366473,C,Contig19-10212,W,82768,84066,1.070563499,0.089652797
orf19.4605,TYR1,Ca21chr4,513.5597627,623.6752518,1.214416115,3.523728504,0.613573795,0.227881014,367992,369311,W,Contig19-10212,C,82547,81228,1.045934707,0.095713119
orf19.4603,ARL1,Ca21chr4,276.8648122,324.7455281,1.172938972,0.140307885,0.343803129,0.030647796,369996,369439,C,Contig19-10212,W,80543,81100,1.029286382,0.04260934
orf19.4602,MDH1-1,Ca21chr4,19236.11001,15397.13996,0.800428982,0.336198806,0.605456935,0.271779215,371508,370510,C,Contig19-10212,W,79031,80029,1.010793362,0.079460063
orf19.4601,,Ca21chr4,303.1357616,328.5661654,1.083845039,0.382671766,0.93561991,0.384051117,372364,373881,W,Contig19-10212,C,78175,76658,1.056605268,0.055888093
orf19.4600.1,,Ca21chr4,365.2359849,501.3554507,1.372689087,0.355160112,0.262405558,0.107158444,374323,374601,W,Contig19-10212,C,76216,75938,1.046236011,0.095971956
orf19.4600,,Ca21chr4,3701.539276,4552.080008,1.22978028,0.37527103,0.446213587,0.158038923,375425,374718,C,Contig19-10212,W,75114,75821,1.062036488,0.051439432
orf19.4599,PHO89,Ca21chr4,18056.64638,19897.85648,1.101968553,0.719963609,0.897696013,0.389615144,379777,381579,W,Contig19-10212,C,70762,68960,1.06955203,0.140230274
orf19.4597,,Ca21chr4,1919.089948,2314.469456,1.20602448,0.396044013,0.491089144,0.407930242,382277,383152,W,Contig19-10212,C,68262,67387,1.03362175,0.067446038
orf19.4596,,Ca21chr4,493.7111838,600.402078,1.216099812,0.203727431,0.48767586,0.081864533,384532,383204,C,Contig19-10212,W,66007,67335,1.065627119,0.055984125
orf19.4595,,Ca21chr4,309.1805808,394.8282552,1.277015051,0.831263906,0.515827668,0.166022439,385399,386712,W,Contig19-10212,C,65140,63827,0.976025666,0.049430722
orf19.4594,,Ca21chr4,1919.790915,2031.255009,1.058060538,0.48116525,0.844944186,0.723242822,387462,386785,C,Contig19-10212,W,63077,63754,0.952809207,0.043182213
orf19.4593.1,,Ca21chr4,1624.33048,1530.395336,0.942169931,0.512516365,0.744971344,0.798673224,387911,388147,W,Contig19-10212,C,62628,62392,1.026531414,0.081035036
orf19.4593,RGA2,Ca21chr4,72.32079987,156.2774634,2.150978293,20.25528868,0.403083529,0.229634951,391839,388309,C,Contig19-10212,W,58700,62230,1.071132874,0.104549215
orf19.4592,HSX11,Ca21chr4,238.5893797,197.8261482,0.829268276,0.359904898,0.819054431,0.186391268,396564,394930,C,Contig19-10212,W,53975,55609,1.052398545,0.086295593
orf19.4591,CAT2,Ca21chr4,3148.333221,2520.434086,0.800561411,0.289322871,0.510239137,0.157139197,398208,400106,W,Contig19-10212,C,52331,50433,0.99214483,0.069718991
orf19.4590,RFX2,Ca21chr4,6.628422581,10.96769309,1,1.967095079,0.72780859,0.298566773,405150,408485,W,Contig19-10212,C,45389,42054,1.012005683,0.063332727
orf19.4589,,Ca21chr4,255.1525759,342.2287752,1.3419243,2.394255132,0.994031051,0.991398865,409049,410482,W,Contig19-10212,C,41490,40057,1.033609809,0.057507917
orf19.4587,HGH1,Ca21chr4,1299.917222,1521.084219,1.170139293,0.3105064,0.53346437,0.255654183,410614,411702,W,Contig19-10212,C,39925,38837,1.044000369,0.055223847
orf19.4585,TFG1,Ca21chr4,1837.707306,1695.511488,0.92262325,0.306114397,0.773272201,0.30592459,413643,411817,C,Contig19-10212,W,36896,38722,1.056524825,0.063322588
orf19.4584,PHO114,Ca21chr4,397.2077846,294.7483757,0.742050854,0.306724979,0.730455656,0.144466446,414515,415885,W,Contig19-10212,C,36024,34654,1.03392503,0.061179601
orf19.4583,,Ca21chr4,623.5554583,665.3526943,1.067030503,0.520943606,0.842795474,0.655741317,416212,417141,W,Contig19-10212,C,34327,33398,1.096932201,0.044967599
orf19.4582,,Ca21chr4,1084.206947,1296.639684,1.195933754,0.367633161,0.39883472,0.26553547,417943,417221,C,Contig19-10212,W,32596,33318,1.020057723,0.060331783
orf19.4581,,Ca21chr4,82.25269376,101.7841833,1.236976961,1.851633986,0.811751652,0.394454515,419330,418134,C,Contig19-10212,W,31209,32405,0.963551941,0.058683693
orf19.4580,,Ca21chr4,585.8338247,777.6091259,1.327354436,0.252532794,0.136396437,0.11327217,419541,420074,W,Contig19-10212,C,30998,30465,0.990144583,0.066911421
orf19.4579,,Ca21chr4,1533.762452,1383.313204,0.901908377,0.542270209,0.832035675,0.76562769,421118,422044,W,Contig19-10212,C,29421,28495,1.023473933,0.069769353
orf19.4578,CYT2,Ca21chr4,319.5303018,388.4880436,1.21580971,0.4107356,0.490035267,0.084544606,422377,423132,W,Contig19-10212,C,28162,27407,1.03762541,0.061753105
orf19.4577.3,,Ca21chr4,172.0983883,126.9053189,0.73739981,0.349958066,0.385539518,0.153429093,423542,423267,C,Contig19-10212,W,26997,27272,0.956884477,0.091464413
orf19.4577,,Ca21chr4,4465.4439,4745.139793,1.06263563,0.350314988,0.885422766,0.716207232,427083,423772,C,Contig19-10212,W,23456,26767,1.070076373,0.100023246
orf19.4575,,Ca21chr4,123.2989618,103.3921486,0.837416452,16.9324671,0.563237564,0.504038764,429978,427664,C,Contig19-10212,W,20561,22552,1.005788791,0.062293612
orf19.4574,,Ca21chr4,133.420358,177.2274091,1.326681311,32.59731208,0.327841797,0.241623576,431876,430206,C,Contig19-10212,W,18663,20333,1.054713428,0.093918368
orf19.4573,ZCF26,Ca21chr4,92.63775071,113.6170994,1.224263915,0.749815171,0.757383681,0.149818436,434656,432164,C,Contig19-10212,W,15883,18375,1.043518287,0.081665129
orf19.4571,,Ca21chr4,35.32107667,58.73989238,1,0.660898046,0.711854622,0.033853496,436868,435219,C,Contig19-10212,W,13671,15320,1.03757106,0.111928217
orf19.4570,,Ca21chr4,378.6934027,337.4319591,0.891042613,0.772967421,0.656866822,0.692536432,437692,437252,C,Contig19-10212,W,12847,13287,1.048821548,0.170252806
orf19.4569,,Ca21chr4,251.4956053,258.7704476,1.02892632,0.165070229,0.969632825,0.831659008,437980,438774,W,Contig19-10212,C,12559,11765,1.047085164,0.109522853
orf19.4568,ZCF25,Ca21chr4,0,0.128348426,1,0.093860138,0.363217468,0.363217468,441248,438831,C,Contig19-10212,W,9291,11708,1.023947791,0.046521172
orf19.4567,,Ca21chr4,146.1462534,87.28836856,0.599548054,0.400592767,0.514182098,0.183879432,443019,442108,C,Contig19-10212,W,7520,8431,1.025312794,0.088310294
orf19.4566,,Ca21chr4,7.267241379,9.246040835,1,15.60772812,0.64106065,0.691938236,444363,443782,C,Contig19-10212,W,6176,6757,1.054350224,0.178687342
orf19.4565,BGL2,Ca21chr4,11862.48478,9575.542863,0.807212236,0.222963666,0.630391621,0.206909643,445653,444727,C,Contig19-10212,W,4886,5812,0.981075382,0.030963138
orf19.4563,,Ca21chr4,1027.522631,947.0875015,0.92171936,0.374910972,0.506179249,0.392568038,447495,446380,C,Contig19-10212,W,3044,4159,1.012637825,0.051017245
orf19.4560,BFR1,Ca21chr4,2160.568322,2137.17317,0.98917176,0.316566444,0.989225105,0.938198699,449240,447852,C,Contig19-10212,W,1299,2687,0.971054337,0.055996067
orf19.2775,IDI1,Ca21chr4,814.9653955,987.9166281,1.212219112,0.417082292,0.480784897,0.26474951,450184,451038,W,Contig19-10158,C,243468,242614,0.982548141,0.060093783
orf19.2774,LAB5,Ca21chr4,4724.112767,3488.798949,0.738508821,0.169431969,0.033520735,0.039037082,451524,452684,W,Contig19-10158,C,242128,240968,1.030968319,0.096082277
orf19.2772,HOS3,Ca21chr4,1557.636873,1570.290653,1.008123703,0.310856443,0.938399251,0.909770969,453560,455701,W,Contig19-10158,C,240092,237951,0.996606608,0.041358312
orf19.2771,BEM3,Ca21chr4,777.5159849,741.7402027,0.953996939,0.200813841,0.999884944,0.997664717,457313,460738,W,Contig19-10158,C,236339,232914,1.012181552,0.056817231
orf19.2770.1,SOD1,Ca21chr4,646.8965686,867.9951074,1.341783447,1.187238141,0.733449351,0.453924347,461741,461032,C,Contig19-10158,W,231911,232620,0.965300479,0.05410836
orf19.2770,,Ca21chr4,17579.43155,23348.87317,1.328192729,0.263185042,0.180148926,0.013464884,463139,462681,C,Contig19-10158,W,230513,230971,1.024320127,0.091152264
orf19.2769,,Ca21chr4,12400.76608,22632.79241,1.825112438,0.615004943,0.112981383,0.072787248,463682,464065,W,Contig19-10158,C,229970,229587,1.02938872,0.022564377
orf19.2768,AMS1,Ca21chr4,1812.764603,2085.396394,1.150395584,0.301319769,0.525947917,0.213157648,464968,468435,W,Contig19-10158,C,228684,225217,0.992832005,0.049194633
orf19.2767,PGA59,Ca21chr4,61007.50988,37759.49089,0.618931849,0.318327869,0.092877661,0.059621522,471464,471123,C,Contig19-10158,W,222188,222529,0.996233311,0.102312363
orf19.2766,,Ca21chr4,10.23130379,8.601470795,1,0.540778101,0.942513525,0.688409699,479521,479829,W,Contig19-10158,C,214131,213823,1.003181976,0.050679801
orf19.2765,PGA62,Ca21chr4,64447.84988,44050.29046,0.683502872,0.244125467,0.024832809,0.049343342,480635,481276,W,Contig19-10158,C,213017,212376,0.99459182,0.051853332
orf19.2763,,Ca21chr4,348.2120249,351.787909,1.009776599,18.60976015,0.756115034,0.377607736,485641,483227,C,Contig19-10158,W,208011,210425,1.01405739,0.054333864
orf19.2762,AHP1,Ca21chr4,25546.72203,21405.81129,0.837908334,0.698755257,0.866289657,0.791458381,486718,486188,C,Contig19-10158,W,206934,207464,0.98397181,0.057669099
orf19.2761,,Ca21chr4,166.5437371,210.7635033,1.266515173,0.801111673,0.886976671,0.722049738,488449,487652,C,Contig19-10158,W,205203,206000,1.030264774,0.09520616
orf19.2760,,Ca21chr4,384.5723452,245.6343942,0.638720899,0.352503398,0.578081347,0.173833081,489039,493301,W,Contig19-10158,C,204613,200351,0.975317587,0.046549006
orf19.2758,PGA38,Ca21chr4,5592.89707,5403.008602,0.966048281,0.261663902,0.761625919,0.245753199,495160,493613,C,Contig19-10158,W,198491,200039,0.963023835,0.032914434
orf19.2757,,Ca21chr4,285.541516,273.3436576,0.957281664,0.558312101,0.727629807,0.502241661,496267,497265,W,Contig19-10158,C,197384,196386,0.980285446,0.060294972
orf19.2756,,Ca21chr4,539.6078143,688.3636225,1.275673932,0.549078662,0.440820481,0.376958036,497593,498231,W,Contig19-10158,C,196058,195420,0.957505674,0.100449651
orf19.2755,,Ca21chr4,4779.803339,6938.082913,1.451541501,0.602929319,0.157901916,0.103606662,499171,498434,C,Contig19-10158,W,194480,195217,0.969364471,0.051318441
orf19.2754,,Ca21chr4,43.32011188,95.50651914,1,0.905993329,0.730681815,0.076038524,500130,499801,C,Contig19-10158,W,193521,193850,0.92238723,0.143787532
orf19.2753,ZCF15,Ca21chr4,357.403515,273.0294419,0.763924893,0.172881095,0.800926788,0.039493615,501568,504402,W,Contig19-10158,C,192083,189249,1.018106786,0.041458273
orf19.2752,ADR1,Ca21chr4,887.7744237,587.7011923,0.661993832,0.396891845,0.457440094,0.131333849,508877,504621,C,Contig19-10158,W,184774,189030,1.011304543,0.059583635
orf19.2751,,Ca21chr4,342.329336,404.5080767,1.181634275,1.112323153,0.450125282,0.113937206,512530,514077,W,Contig19-10158,C,181121,179574,1.017539833,0.058216774
orf19.2749,,Ca21chr4,211.5290694,132.4081435,0.626251679,0.177335097,0.799978691,0.021003533,515620,514148,C,Contig19-10158,W,178031,179503,0.97780363,0.070528128
orf19.2748,ARG83,Ca21chr4,39.60945881,23.29604243,1,0.667716491,0.286792043,0.194528557,517410,520334,W,Contig19-10158,C,176241,173317,0.977670911,0.040028392
orf19.2747,RGT1,Ca21chr4,24.18180167,23.03725423,1,0.364483436,0.773070123,0.373805445,523970,527059,W,Contig19-10158,C,169681,166592,1.038551797,0.040528188
orf19.2746,,Ca21chr4,1010.327907,895.4597084,0.886306022,0.232415008,0.785944778,0.367169329,529387,527495,C,Contig19-10158,W,164264,166156,0.989243397,0.050770348
orf19.2745,UME7,Ca21chr4,128.9327213,53.23694624,0.413129441,3.226710963,0.79635859,0.749393543,531366,529990,C,Contig19-10158,W,162285,163661,1.04328374,0.10193473
orf19.2743,,Ca21chr4,1113.288658,1182.176535,1.061877822,0.333865336,0.905183295,0.760486348,533641,531821,C,Contig19-10158,W,160010,161830,1.145712006,0.291470957
orf19.2742,,Ca21chr4,645.8384815,1017.148279,1.574926717,0.606887643,0.195617155,0.131269411,534009,534347,W,Contig19-10158,C,159642,159304,1.129486218,0.138018692
orf19.2740,,Ca21chr4,142.2075257,156.5136108,1.101652916,0.398558578,0.901150175,0.546088874,536699,534369,C,Contig19-10158,W,156952,159282,1.05968531,0.068449574
orf19.2739,,Ca21chr4,641.2200412,558.2499334,0.870865794,0.379927018,0.738144659,0.18400384,538698,536980,C,Contig19-10158,W,154953,156671,1.006248136,0.05798873
orf19.2738,SUL2,Ca21chr4,2132.535101,1856.151945,0.870396902,0.380622798,0.872796856,0.711148952,541600,539120,C,Contig19-10158,W,152052,154531,1.026558914,0.057243284
orf19.2737,,Ca21chr4,3165.794015,3953.747537,1.248896017,0.363597199,0.531009456,0.162874792,546002,543774,C,Contig19-10158,W,147650,149878,1.04329745,0.106897451
orf19.2736,,Ca21chr4,904.7168269,1006.154898,1.112121349,0.332063437,0.991269562,0.970767819,547581,547141,C,Contig19-10158,W,146071,146511,1.015492431,0.051910935
orf19.2735,SEN2,Ca21chr4,528.1234354,734.8431862,1.391423173,0.2589487,0.468822473,0.026291599,549178,548009,C,Contig19-10158,W,144474,145643,0.990836383,0.049959318
orf19.2734,,Ca21chr4,180.2917629,160.9829826,0.893001506,0.47959968,0.949036727,0.610862302,550364,551371,W,Contig19-10158,C,143288,142281,1.017731603,0.06717906
orf19.2733,,Ca21chr4,236.9801688,269.8693182,1.138784395,0.574457341,0.794653526,0.527614833,551637,553190,W,Contig19-10158,C,142015,140461,1.026993006,0.060133425
orf19.2731,,Ca21chr4,338.7048579,365.7890937,1.07996412,0.708025589,0.632506766,0.521137507,553566,553228,C,Contig19-10158,W,140085,140423,1.143270404,0.122986316
orf19.2730,,Ca21chr4,424.2354958,410.0442923,0.96654876,0.328963153,0.939747667,0.810590153,553938,555758,W,Contig19-10158,C,139713,137893,1.141607459,0.297855704
orf19.2728,,Ca21chr4,59.86593693,65.63483143,1,4.797444618,0.884769939,0.735970812,555926,557695,W,Contig19-10158,C,137725,135956,0.972159748,0.04621123
orf19.2727,GRX3,Ca21chr4,649.4363402,784.7259178,1.208318459,0.411966393,0.527546353,0.275478739,558606,557845,C,Contig19-10158,W,135045,135806,1.019297902,0.082397117
orf19.2726,,Ca21chr4,6880.542351,5279.38523,0.767292019,0.253446312,0.340249462,0.064446401,559897,558959,C,Contig19-10158,W,133754,134692,1.028545017,0.086062614
orf19.2725,,Ca21chr4,258.0271646,294.3092269,1.140613343,0.298383385,0.676350486,0.266671958,567228,566926,C,Contig19-10158,W,126423,126725,0.976793158,0.061887214
orf19.2724,,Ca21chr4,2191.393666,1744.173005,0.795919524,0.164927627,0.485523414,0.024511168,571922,573418,W,Contig19-10158,C,121729,120233,1.00761969,0.037606089
orf19.2723,HIT1,Ca21chr4,78.14797994,81.74045346,1,0.2563363,0.920258451,0.284425681,577406,577852,W,Contig19-10158,C,116245,115799,1.093652076,0.061133787
orf19.2722,CGR1,Ca21chr4,335.7579739,389.6302697,1.160866325,0.409905604,0.956021755,0.488974725,579236,578214,C,Contig19-10158,W,114415,115437,1.020279402,0.021286733
orf19.2721,,Ca21chr4,249.8362039,303.1565404,1.213421176,0.450876594,0.575480291,0.086345556,580529,579492,C,Contig19-10158,W,112939,114159,1.018849654,0.047027747
orf19.2720,,Ca21chr4,865.2807961,1023.004819,1.182280739,0.320872055,0.73087862,0.14922536,580782,582416,W,Contig19-10158,C,112869,111235,0.97776876,0.051085097
orf19.2717,SAS10,Ca21chr4,336.3830703,303.8079298,0.90320854,0.201662172,0.925757536,0.289456631,584201,582507,C,Contig19-10158,W,109450,111144,1.011748748,0.042804729
orf19.2715,RPC53,Ca21chr4,498.8459255,440.762807,0.883565014,0.636865242,0.534170122,0.328682609,584483,585841,W,Contig19-10158,C,109168,107810,1.053163721,0.159887398
orf19.2713,,Ca21chr4,0,0,1,0,NA,NA,586425,588897,W,Contig19-10158,C,107226,104754,1.043688234,0.076881859
orf19.2712,HCA4,Ca21chr4,624.1906691,412.7664359,0.661282612,0.339537336,0.296827524,0.114092296,591191,588894,C,Contig19-10158,W,102460,104757,1.058981278,0.104428503
orf19.2711.1,,Ca21chr4,1184.378734,817.5869892,0.690308738,0.348478772,0.868621101,0.553880003,592276,591485,C,Contig19-10158,W,101375,102166,0.981747717,0.063285763
orf19.2711,,Ca21chr4,564.5362238,600.1801298,1.062787548,0.893008418,0.919280679,0.313876222,592522,594915,W,Contig19-10158,C,101129,98736,1.051209709,0.096909639
orf19.2710,,Ca21chr4,1993.998626,2104.069366,1.055201011,0.214054502,0.778310061,0.073199666,595271,595915,W,Contig19-10158,C,98380,97736,1.094054938,0.119691655
orf19.2709,ZUO1,Ca21chr4,3633.787007,4537.382449,1.248664944,0.397435242,0.564147006,0.247173648,597368,596085,C,Contig19-10158,W,96283,97566,0.987770384,0.080654374
orf19.2708,,Ca21chr4,140.061283,233.5772273,1.667678764,2.315402848,0.779739172,0.753561913,598349,597582,C,Contig19-10158,W,95302,96069,0.989542333,0.054979672
orf19.2707.1,QCR9,Ca21chr4,10569.5752,13716.25667,1.297711252,0.330984775,0.414936278,0.01994405,598959,598762,C,Contig19-10158,W,94692,94889,0.995711709,0.048961039
orf19.2706,CRH11,Ca21chr4,180.4258336,301.6246397,1.671737542,0.661821517,0.309970898,0.111933228,600732,599371,C,Contig19-10158,W,92919,94280,1.038442297,0.073382592
orf19.2704,,Ca21chr4,103.8158916,119.3347714,1.149484626,0.306835424,0.758703366,0.259710245,602846,603166,W,Contig19-10158,C,90805,90485,0.999717647,0.189295018
orf19.2703,,Ca21chr4,313.4384916,363.5444632,1.160305521,1.468253269,0.940908779,0.821181596,603321,604889,W,Contig19-10158,C,90330,88762,1.116882388,0.149586687
orf19.2701,,Ca21chr4,970.5748147,1518.766567,1.564811434,0.381505237,0.489844568,0.13491416,605540,606058,W,Contig19-10158,C,88111,87593,1.043584643,0.084240377
orf19.2699,ABP1,Ca21chr4,3685.486241,3964.835953,1.075797247,0.2118516,0.828691728,0.412918178,606596,608542,W,Contig19-10158,C,87055,85109,1.097365424,0.170670156
orf19.2698,,Ca21chr4,1024.249265,1584.608874,1.547093006,0.541234303,0.188124418,0.142115315,609084,608758,C,Contig19-10158,W,84567,84893,1.034972613,0.078053491
orf19.2697,,Ca21chr4,850.5877969,664.1490989,0.780811929,0.251652643,0.649904874,0.361742763,609473,615169,W,Contig19-10158,C,84178,78482,1.03078742,0.10999474
orf19.2695,UBR1,Ca21chr4,308.252222,410.6846671,1.331580789,14.89129752,0.467485032,0.209089121,620665,615302,C,Contig19-10158,W,72986,78349,1.06008757,0.120071468
orf19.2694,TYS1,Ca21chr4,3500.054568,4163.73585,1.189620267,0.438626502,0.569464348,0.482940776,621567,622796,W,Contig19-10158,C,72084,70855,1.053296614,0.047508135
orf19.2693,GST2,Ca21chr4,4035.782228,6031.923198,1.494610674,0.64250536,0.225841257,0.026816962,623611,622952,C,Contig19-10158,W,70040,70699,1.029139531,0.077309879
orf19.2691,,Ca21chr4,448.2519986,442.059505,0.98618524,0.166190237,0.958620319,0.885053531,625096,624374,C,Contig19-10158,W,68555,69277,1.049753065,0.093508645
orf19.2690,,Ca21chr4,509.9607537,475.3257877,0.932083075,0.152745659,0.788167798,0.066913161,627864,630557,W,Contig19-10158,C,65787,63094,1.028066319,0.069206893
orf19.2688,NAN1,Ca21chr4,292.1949507,277.0418925,0.948140589,0.325625255,0.985290467,0.891568128,633200,630681,C,Contig19-10158,W,60451,62970,0.998614666,0.035141004
orf19.2687.1,,Ca21chr4,1421.069035,1818.922102,1.279967445,0.507278966,0.703421651,0.178835726,633514,633732,W,Contig19-10158,C,60137,59919,1.023058674,0.083985293
orf19.2686,,Ca21chr4,3817.135804,3153.609806,0.82617176,0.370092335,0.73469576,0.340661092,635720,633978,C,Contig19-10158,W,57931,59673,1.017641328,0.061369081
orf19.2685,PGA54,Ca21chr4,1828.691764,1556.022305,0.850893702,0.113971674,0.474477725,0.02083141,639770,640798,W,Contig19-10158,C,53881,52853,1.011277245,0.07759796
orf19.2684,,Ca21chr4,356.4068103,267.860433,0.752141659,0.358346357,0.556137124,0.200649028,641845,644280,W,Contig19-10158,C,51806,49371,0.986467303,0.056487819
orf19.2682,,Ca21chr4,555.5029237,557.0807043,1.002840274,0.371957164,0.913213095,0.61279396,644984,645811,W,Contig19-10158,C,48667,47840,0.927239861,0.061675361
orf19.2681,RBT7,Ca21chr4,54.34697555,57.66717833,1,1.606790158,0.540859251,0.407745702,646919,647896,W,Contig19-10158,C,46732,45755,1.052928453,0.126726753
orf19.2680,,Ca21chr4,725.5784604,571.1228228,0.787127587,0.221268908,0.343194332,0.090677934,649268,654511,W,Contig19-10158,C,44383,39140,1.061922207,0.073286146
orf19.2678,BUB1,Ca21chr4,892.7229765,444.024085,0.497381715,0.285057748,0.255853929,0.038098627,657311,654609,C,Contig19-10158,W,36340,39042,1.082782325,0.122517385
orf19.2677,,Ca21chr4,604.8093594,587.4638666,0.971320727,0.288530815,0.932262222,0.811273096,657654,659519,W,Contig19-10158,C,35997,34132,1.082258305,0.138767627
orf19.2676,,Ca21chr4,146.6017003,240.0389906,1.637354752,1.617453615,0.117577699,0.039000654,660489,659593,C,Contig19-10158,W,33162,34058,1.014868872,0.060411414
orf19.2675,,Ca21chr4,1004.614676,829.6039166,0.825793149,0.233509568,0.914148303,0.368473651,660680,663964,W,Contig19-10158,C,32971,29687,1.015131529,0.062564493
orf19.2674,,Ca21chr4,182.9756489,137.2427726,0.750060314,0.338892297,0.303666456,0.211266549,665139,664111,C,Contig19-10158,W,28512,29540,1.082966417,0.0608401
orf19.2673,,Ca21chr4,340.6642645,249.1490904,0.731362565,0.35099168,0.583606906,0.191716105,665708,666727,W,Contig19-10158,C,27943,26924,1.000767707,0.047362398
