"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","orf","chr","gene","geneflag","WtMean","MutMean","WtMean2","MutMean2","sd.wt","sd.mut","fold.mut.by.wt","sd.ratio","p","p.paired"
"350","orf19.1297","CVT20",268.589215,799.8573236,246.4159655,NA,422.1650735,NA,1.713221271,NA,0.300323792,0.270486142,1.057033478,0.086344897,1.058075135,0.024759251,"Ca21chr4","W",807452,809647,"orf19.1297","Chr4","CVT20",1,268.589215025946,799.857323597455,57.0687849816352,224.097900376589,70.3293961044098,467.760688299667,3.91271101084124,9.6750934435041,0.99801282084165,0.995771638567469
"2720","orf19.5037","",391.1050053,563.2697737,406.9021533,NA,338.8951973,NA,0.832866562,NA,0.554488931,0.557708117,0.959627878,0.058084308,0.980517545,0.087143273,"Ca21chr4","C",810963,809695,"orf19.5037","Chr4","",1,391.105005274016,563.269773682659,197.222909019894,131.237313672463,72.2415952920314,111.011056338411,0.666271382934905,0.484207933979453,0.208760639654387,0.141616823853252
"2456","orf19.5038","TRM3",2173.370927,6856.634661,2764.832935,NA,4310.682683,NA,1.559111449,NA,0.807248848,0.420952648,0.959261863,0.031984924,0.966000518,0.07423436,"Ca21chr4","W",812074,816396,"orf19.5038","Chr4","TRM3",1,2173.3709270413,6856.63466089354,2543.65551425159,4169.48259460815,2513.36001824759,5312.82457661443,1.63916952246378,0.96246277929607,0.847405183823717,0.459376554732903
"57","orf19.5039","RRP42",644.3961969,1350.792812,720.3159208,NA,854.3798298,NA,1.186118209,NA,0.320661033,0.359453554,0.940000068,0.052787846,0.950391939,0.085848602,"Ca21chr4","C",817412,816489,"orf19.5039","Chr4","RRP42",1,644.396196891433,1350.79281150585,509.533104146742,649.750213225785,155.203223405418,226.697728972454,1.27518743716142,0.301938936086348,0.272995361217369,0.06609920971589
"5335","orf19.5040","ASM4",451.7887396,758.4017539,462.0531962,NA,460.9404332,NA,0.997591699,NA,0.828857634,0.757751769,0.970201048,0.033374874,0.962591919,0.093944006,"Ca21chr4","W",818048,819826,"orf19.5040","Chr4","ASM4",1,451.788739570835,758.401753859671,252.564854150147,249.814669905344,178.977690880874,117.483486175481,0.989110978033512,15.7768290836476,0.454714105039217,0.368084007480078
"903","orf19.5041","",321.3711184,415.5348735,316.0873297,NA,262.6206438,NA,0.82428929,NA,0.590690434,0.578566549,1.017242497,0.066723369,0.99860767,0.024796824,"Ca21chr4","C",821011,819938,"orf19.5041","Chr4","",1,321.371118445982,415.534873462392,122.566493259117,73.5873217917625,131.157096149676,87.5721554311836,0.602826902575253,0.359809781806942,0.595251713394987,0.206413804063977
"1560","orf19.5042","",179.9204205,220.3039661,135.4980577,NA,139.1339336,NA,0.933501958,NA,0.540942754,0.56844843,1.011631936,0.058940964,0.976182413,0.108261334,"Ca21chr4","C",821859,821221,"orf19.5042","Chr4","",1,179.92042052523,220.303966148794,0,0,0,0,1,0,NA,NA
"2147","orf19.5043","",240.8134813,357.988973,214.81643,NA,224.2898153,NA,1.04409991,NA,0.408754403,0.45393672,0.999488346,0.056414834,0.980164439,0.066920323,"Ca21chr4","W",822239,823705,"orf19.5043","Chr4","",1,240.813481260623,357.98897304047,23.2285181768832,27.9413473010076,33.8916728193464,36.5230677385843,1,7.28392025034493,0.900369065777329,0.829291004261738
"197","orf19.5045","",908.7171053,1187.142615,1224.172317,NA,809.3377067,NA,0.661130542,NA,0.954945024,0.931198637,1.002051055,0.06051365,0.988373707,0.12741437,"Ca21chr4","W",826204,828471,"orf19.5045","Chr4","",1,908.717105263158,1187.14261458341,1008.11521551483,602.017801985372,1424.26048632953,388.906155547598,0.597171625544733,0.480376711960294,0.943190197429502,0.858600447650257
"289","orf19.5046","RAM1",332.6775191,474.8432299,335.8989898,NA,301.5735702,NA,0.897810292,NA,0.948101812,0.953480091,1.022284731,0.043772249,1.023869044,0.012063209,"Ca21chr4","C",830511,828754,"orf19.5046","Chr4","RAM1",1,332.677519118309,474.843229869546,136.920969480639,101.902989666255,90.6343043744221,74.6106205246677,0.744557709225098,0.332845438559529,0.837006908098297,0.228636913875584
"3255","orf19.1596","FGR28",287.8846234,574.4910217,268.5885399,NA,345.6221776,NA,1.286809101,NA,0.272593555,0.344313162,0.987228154,0.041365493,0.991309329,0.030456411,"Ca21chr4","W",832750,834546,"orf19.1596","Chr4","FGR28",1,287.884623417518,574.4910216595,74.6850804843526,133.624644763087,59.7171595654685,107.396614630786,1.78344628500012,1.14382030431245,0.664211782546951,0.0227391117825654
"5771","orf19.1595","",295.8729621,384.6808367,280.4074564,NA,242.8569017,NA,0.866085748,NA,0.784186159,0.769198588,1.009609267,0.039653355,0.999595361,0.020020032,"Ca21chr4","W",835182,836888,"orf19.1595","Chr4","",1,295.872962135666,384.680836707152,86.5744072730459,41.4762690314319,84.1453369113743,51.5090036177287,1,24.7435607102617,0.565004055388319,0.573833545156816
"378","orf19.789","PYC2",1594.104005,3137.244837,1819.561572,NA,1745.469415,NA,0.959280215,NA,0.878146596,0.409685643,1.035103995,0.075984837,1.032557342,0.017581667,"Ca21chr4","C",841339,837806,"orf19.789","Chr4","PYC2",1,1594.10400462363,3137.24483726423,1606.37840633764,1559.74152465008,1349.86057006246,1369.40153655699,0.97096768637853,0.184264928006508,0.99247583509715,0.931553584390857
"3612","orf19.787","",363.5224675,562.3661236,393.4240327,NA,392.5806438,NA,0.997856285,NA,0.81169729,0.828823741,0.924343018,0.045945852,0.966728482,0.079075276,"Ca21chr4","C",844921,844616,"orf19.787","Chr4","",1,363.522467475054,562.366123642439,183.391297346106,179.503203825286,103.608963157767,98.8034863244163,0.978798920248206,0.285733329775683,0.935680992377563,0.8313924009404
"5454","orf19.1207","",196.747644,257.7330586,159.803176,NA,163.0668013,NA,0.95181667,NA,0.531006198,0.552936362,1.059340318,0.085981187,1.076840424,0.025264726,"Ca21chr4","W",847295,847627,"orf19.1207","Chr4","",1,196.747644035125,257.733058608059,0,0,0,0,1,0,NA,NA
"3007","orf19.1208","MRS512",486.1195741,667.1934548,466.259438,NA,386.1726347,NA,0.828235534,NA,0.528985667,0.497144121,1.015208504,0.043857691,1.041547153,0.051894391,"Ca21chr4","C",850833,849772,"orf19.1208","Chr4","MRS512",1,486.119574134275,667.193454790823,278.519397892609,173.344222577702,156.126590133921,80.5808203872736,0.621930959554138,25.4082969565643,0.784836784531612,0.727194779396491
"4524","orf19.5312","MET5",667.2420655,1602.547495,712.2327077,NA,890.3998154,NA,1.250152943,NA,0.821350104,0.67316025,1.493478916,0.0996431,1.443720127,0.017669228,"Ca21chr4","W",854134,855291,"orf19.5312","Chr4","MET5",1,667.242065520657,1602.54749450711,513.206585871233,693.478401470105,404.343895277535,567.68671353937,1.35115155436651,0.82275403052289,0.97377224382202,0.846735396260206
"3078","orf19.5311","",389.3372712,718.5111637,393.1217991,NA,460.9179479,NA,1.172455837,NA,0.305488664,0.401621393,1.559694593,0.121670386,1.529978838,0.069479438,"Ca21chr4","W",858597,861125,"orf19.5311","Chr4","",1,389.337271201974,718.511163717592,183.720466836965,249.628434518369,111.128189118862,77.4429572999665,1.35874047576796,5.88452976522918,0.287829199825877,0.176470905993805
"5754","orf19.5308","",329.6666667,536.0312618,377.7784917,NA,393.8285513,NA,1.039006756,NA,0.507317899,0.473790827,1.456780139,0.093809721,1.441550705,0.075423708,"Ca21chr4","C",861810,861382,"orf19.5308","Chr4","",1,329.666666666667,536.031261841607,168.24240106601,186.59519176789,267.127042520813,248.890881752804,1.10886970635052,1.27840682593656,0.888180765202453,0.429971877003424
"5922","orf19.5307","JEN2",6136.574043,15865.4117,7657.02989,NA,9668.014026,NA,1.2626324,NA,0.3046861,0.175914996,1.59749017,0.128252441,1.550537825,0.081550194,"Ca21chr4","W",864845,866386,"orf19.5307","Chr4","JEN2",1,6136.57404286579,15865.4117009478,7417.33891429604,9602.6240362427,2851.08478833617,3621.80129957685,1.29461848072424,0.572099182490333,0.274597383253749,0.171752449131286
"4349","orf19.5306","",241.0070759,365.1673414,212.4293352,NA,233.1075295,NA,1.09734152,NA,0.611779301,0.677149956,1.476960627,0.103138888,1.45347074,0.1015979,"Ca21chr4","W",866890,867306,"orf19.5306","Chr4","",1,241.007075879354,365.167341430499,25.7940709555572,28.4211591074665,21.8607951199322,25.2300068934994,1,0.266905894393101,0.97651720906416,0.731889651485198
"275","orf19.5305","RHD3",3662.07855,14948.20824,5446.687681,NA,12023.64902,NA,2.207515783,NA,0.113014474,0.001088134,1.496548904,0.069905988,1.491446226,0.010915284,"Ca21chr4","C",868407,867793,"orf19.5305","Chr4","RHD3/PGA29",1,3662.07854987823,14948.2082439357,5199.611040745,11930.1129593592,4880.07579522559,10156.7018630448,2.29442411477953,0.838531472887476,0.101437914153755,0.000533140078858577
"734","orf19.5304","",223.3082973,285.7292064,198.0563177,NA,180.8543726,NA,0.879042355,NA,0.553003396,0.581705484,1.473156045,0.097814541,1.455398747,0.033115244,"Ca21chr4","W",869238,869603,"orf19.5304","Chr4","",1,223.30829726837,285.729206415686,7.76707906067724,0,12.8756252903077,0,1,0.552572603322389,0.422649730810374,0.422649730810374
"4919","orf19.5303","PGA30",191.9109195,266.091709,152.41337,NA,169.0338028,NA,1.012878168,NA,0.274497319,0.314915348,1.460204292,0.079116277,1.430805525,0.030430799,"Ca21chr4","C",872010,871177,"orf19.5303","Chr4","PGA30",1,191.91091954023,266.091708953216,5.03848469970429,0,11.9334683006318,0,1,0.394743956165106,0.363217467649123,0.363217467649123
"1676","orf19.5302","PGA31",309.1276797,522.1614101,313.6823685,NA,355.8411051,NA,1.134399446,NA,0.438740699,0.517867928,1.621001568,0.216594942,1.581171233,0.18649558,"Ca21chr4","C",875200,874142,"orf19.5302","Chr4","PGA31",1,309.127679665565,522.161410101292,104.170493133503,142.575861600113,90.291192063499,73.8662028191176,1.36867799423192,0.801036020867359,0.29790773377419,0.0809305404550043
"1803","orf19.5300","CNE1",427.6488593,1184.790734,446.8440326,NA,720.1594984,NA,1.611657415,NA,0.185415978,0.160932325,1.444643643,0.062258548,1.457743759,0.063917704,"Ca21chr4","C",878564,876819,"orf19.5300","Chr4","CNE1",1,427.648859286859,1184.790733754,237.116128800755,514.103458504132,153.390571737398,409.192386386222,2.16815052229587,0.461629166817888,0.13762836565175,0.00122232365724549
"5157","orf19.5299","ECM1",447.0967677,1143.491302,472.1257365,NA,672.1583762,NA,1.4236851,NA,0.087811812,0.054186437,1.494100634,0.089161083,1.4906958,0.052933313,"Ca21chr4","C",879516,878923,"orf19.5299","Chr4","ECM1",1,447.096767670724,1143.49130175128,262.319827145429,464.773226423107,138.171680426889,223.356572440866,1.77178077418235,0.853370727164775,0.0734377621709186,0.0276297524435556
"781","orf19.5297","TFB1",294.4399047,582.6902272,281.3299487,NA,388.0259606,NA,1.37925579,NA,0.165670815,0.192324519,1.418669391,0.058721183,1.413092686,0.086899261,"Ca21chr4","C",882641,880749,"orf19.5297","Chr4","TFB1",1,294.439904746393,582.69022717049,76.299155466735,175.046047456966,55.6833829064042,58.9513628526665,2.28920637447122,84.7127291614579,0.113759310832525,0.141075002513241
"1171","orf19.5296","",500.8717949,1432.107569,540.3636529,NA,908.1408055,NA,1.680610457,NA,0.083641326,0.220339162,1.503621918,0.081079634,1.517417159,0.081947426,"Ca21chr4","W",882980,883642,"orf19.5296","Chr4","",1,500.871794871795,1432.10756860099,330.253444110143,704.48685300592,96.447760549339,195.258599406038,2.13317034407964,0.408175462975007,0.0374543666147206,0.0220159245592386
"4945","orf19.5295","",798.4258242,2235.365559,909.0545114,NA,1399.432578,NA,1.539437471,NA,0.304562175,0.008497999,1.449988052,0.066937176,1.446391731,0.077809706,"Ca21chr4","W",884228,885319,"orf19.5295","Chr4","",1,798.425824175824,2235.36555912327,697.614464895507,1203.62338786646,548.823601040801,891.12333500994,1.72534178752551,0.794814029447133,0.293325602590855,0.0099611810121793
"4918","orf19.5294","PDB1",4879.888112,14269.10159,6066.208929,NA,8243.208455,NA,1.358873153,NA,0.293119094,0.038319879,1.480216699,0.146114428,1.457380738,0.076755705,"Ca21chr4","C",886701,885562,"orf19.5294","Chr4","PDB1",1,4879.88811205179,14269.1015930908,5834.1958367162,8166.07457990742,2207.94882594471,3581.76500837756,1.39969154420838,0.429207459169784,0.273942508874168,0.0375131086740501
"790","orf19.5293","",1142.879386,4717.091147,1374.500207,NA,2848.800183,NA,2.072608042,NA,0.007663424,0.006337622,1.343107983,0.159833959,1.369497652,0.163200216,"Ca21chr4","W",888375,889898,"orf19.5293","Chr4","",1,1142.87938596491,4717.09114740875,1160.63056779555,2679.40937133675,334.601926454082,1237.00618652859,2.30858073678509,0.656900300199222,0.00545231270386625,0.00184931029200563
"5437","orf19.5292","AXL2",351.0696839,612.531281,337.6557641,NA,353.9696534,NA,1.048315151,NA,0.809773909,0.749783389,1.402691682,0.060145877,1.413712894,0.063281958,"Ca21chr4","C",893170,890369,"orf19.5292","Chr4","AXL2",1,351.069683908046,612.531280978816,144.271002341872,150.834284925595,155.041633301725,155.259321494159,1.04538786857999,0.878496523243474,0.962108329784483,0.747782412716309
"2593","orf19.5291","SCS3",423.6067495,1119.293555,434.4035613,NA,676.2231162,NA,1.556670286,NA,0.400540764,0.190868917,1.455499152,0.122869667,1.465909198,0.187079571,"Ca21chr4","C",896739,895777,"orf19.5291","Chr4","SCS3",1,423.60674950986,1119.29355521674,238.934861233123,475.947249912719,245.816248531303,506.967131426497,1.99126254341181,0.75586128865771,0.805771076394542,0.212167634869316
"6268","orf19.5290","",2637.030907,6259.15786,2969.49027,NA,3274.14328,NA,1.102594379,NA,0.861577886,0.661087014,1.367704856,0.077424635,1.364790497,0.027197934,"Ca21chr4","C",898541,897198,"orf19.5290","Chr4","",1,2637.0309072859,6259.15785983526,2754.28702187509,3119.34418130492,2054.54314091033,2844.09090287373,1.13254143686931,0.680388843473652,0.858771779568882,0.648377890728952
"4644","orf19.1430","",296.569525,473.6418284,299.6971106,NA,308.1317881,NA,1.028144007,NA,0.454902123,0.485234692,1.407638588,0.059576014,1.407025553,0.079343294,"Ca21chr4","C",899744,897198,"orf19.1430","Chr4","",1,296.569525038425,473.641828377309,97.5866181066014,97.0061632235844,124.468158743741,59.8000015168954,1,1.35151015747767,0.751712532865659,0.276430223846369
"4063","orf19.1429","SOH1",438.8182881,908.5477416,447.7956565,NA,505.9924096,NA,1.129962746,NA,0.67159585,0.654830502,1.515285893,0.115853789,1.494547703,0.047297534,"Ca21chr4","C",901810,901370,"orf19.1429","Chr4","SOH1",1,438.818288140006,908.547741618635,242.643800673482,298.406268561628,244.023319464049,333.910339029786,1.22965429991133,1.29272422202898,0.932903609496627,0.776821481168958
"5836","orf19.1428","",373.7854251,642.2259063,388.7148738,NA,400.5661959,NA,1.030488471,NA,0.733425878,0.706904584,1.462080983,0.044725274,1.445747922,0.011481882,"Ca21chr4","W",902219,902734,"orf19.1428","Chr4","",1,373.785425101215,642.22590627763,179.062755963367,188.132947522489,51.0746176429016,88.4992498552121,1.05065370244261,0.392678998306623,0.993884617354742,0.9922118298948
"2904","orf19.1427","",660.464639,1024.895375,728.7943719,NA,634.5957457,NA,0.870747319,NA,0.390724853,0.347673741,1.485458998,0.090081878,1.464971197,0.041431271,"Ca21chr4","W",903172,904668,"orf19.1427","Chr4","",1,660.464639023509,1024.89537545788,518.156965253048,426.537813035153,216.792866245529,141.581135089811,0.82318262927692,0.205933353809641,0.531940831097744,0.17457692579606
"4008","orf19.1426","",984.1738758,1659.680629,1107.53492,NA,998.7019329,NA,0.901734036,NA,0.716349703,0.366217921,1.565897732,0.106210897,1.52112234,0.078280801,"Ca21chr4","C",907123,904994,"orf19.1426","Chr4","",1,984.173875781408,1659.68062923666,896.015829610332,797.741275864414,588.355276099941,513.165803670282,0.890320516113364,0.200366101540594,0.836606614638217,0.379919522970947
"1397","orf19.1424","",585.6471225,1276.853697,636.4083702,NA,767.2405997,NA,1.205579052,NA,0.45042745,0.320555049,1.531912711,0.159203989,1.496287333,0.105492345,"Ca21chr4","W",908945,910660,"orf19.1424","Chr4","",1,585.64712247573,1276.85369666204,426.139433383195,562.035463828401,262.435435391873,317.936688021507,1.31890038752411,0.249364307984614,0.42168692089507,0.0131653616548729
"2869","orf19.1422","FZO1",540.0859762,1180.265527,605.4538736,NA,764.1564301,NA,1.26212163,NA,0.134458072,0.163424828,1.417524339,0.057980576,1.408323903,0.05501494,"Ca21chr4","C",913422,910798,"orf19.1422","Chr4","FZO1",1,540.085976158345,1180.26552732406,394.799741742265,557.309141142219,86.1108005064413,116.630469807065,1.41162488780462,0.136060659101032,0.0201511984827882,0.000318548980207893
"83","orf19.1421","DAL3",296.1333229,709.0742979,292.4545202,NA,430.8355454,NA,1.473171094,NA,0.159649994,0.218138695,1.489979484,0.11771883,1.445289855,0.013807576,"Ca21chr4","W",913834,914475,"orf19.1421","Chr4","DAL3",1,296.133322918259,709.074297932749,83.1437584046392,219.43292072402,23.7855006906012,112.647332810385,2.63919896014439,1.57675300068296,0.0159147628155366,0.0179834193600852
"1094","orf19.1420","",292.5164114,593.1800815,285.4701191,NA,396.1927252,NA,1.38786058,NA,0.295333209,0.283511001,1.447356509,0.064088554,1.442680707,0.038054977,"Ca21chr4","C",915330,914503,"orf19.1420","Chr4","",1,292.516411358857,593.180081494086,84.0408487271168,183.469035826306,85.4446131114252,156.17723812943,2.17877270179914,21.2230700564773,0.166626150471444,0.0402255347229681
"4950","orf19.1418","SEC15",888.6140777,1730.364264,1030.182738,NA,1101.95624,NA,1.069670651,NA,0.779032051,0.425102011,1.430836443,0.069714674,1.41844206,0.069296833,"Ca21chr4","W",915503,918181,"orf19.1418","Chr4","SEC15",1,888.614077745203,1730.36426360995,818.16422988007,900.608799012981,598.917518434032,606.13966551833,1.1007677506813,0.527294531603325,0.743664988766223,0.289437184415196
"4124","orf19.1417","",285.2307692,791.3698764,281.5541265,NA,525.795686,NA,1.867476398,NA,0.324055258,0.345059839,1.398975239,0.145036335,1.423697288,0.107487245,"Ca21chr4","C",918582,918247,"orf19.1417","Chr4","",1,285.230769230769,791.369876382563,72.2514237599761,314.979345884848,44.5168426321216,57.371854356843,4.35948981339427,3.44278564614863,0.0441911364660946,0.060734257369611
"5501","orf19.1416","COX11",822.5523042,2266.825997,950.360521,NA,1399.383725,NA,1.472476701,NA,0.190832216,0.001355268,1.615490069,0.359230218,1.534830982,0.276846716,"Ca21chr4","W",918818,919639,"orf19.1416","Chr4","COX11",1,822.55230420504,2266.82599652314,738.491266456369,1202.98427970328,467.66269942881,641.392054874402,1.62897563498045,0.742869078356128,0.182956251956264,0.012493905305523
"1370","orf19.1415","FRE10",1457.268813,3194.555569,1877.72003,NA,2240.950464,NA,1.193442275,NA,0.49318856,0.114544751,1.515639833,0.103971733,1.483886398,0.072880015,"Ca21chr4","W",923142,925262,"orf19.1415","Chr4","FRE10(RBT2:CFL95)/CFL95/FRE1/RBT2",1,1457.26881333528,3194.55556926689,1659.61288544493,2054.84475951145,1603.2223891083,1382.20662983972,1.23814702665469,0.44188259910476,0.431435138671134,0.0356591605408779
"1847","orf19.1414","",3484.955982,10356.21824,4426.733836,NA,6526.569982,NA,1.474353377,NA,0.25742502,0.026125056,1.584316903,0.146982063,1.552628293,0.137419071,"Ca21chr4","C",926702,925797,"orf19.1414","Chr4","",1,3484.9559817703,10356.2182356865,4198.26019037117,6412.43330485109,3396.95703393193,3635.29588713439,1.52740254631149,0.76560681136797,0.234976994684795,0.0179228178237565
"3225","orf19.1413","YFH1",877.8519089,2467.538714,1095.783823,NA,1629.148596,NA,1.486742697,NA,0.26245631,0.138027735,1.436140719,0.085938125,1.408956714,0.033342945,"Ca21chr4","C",927958,927425,"orf19.1413","Chr4","YFH1",1,877.851908866995,2467.5387141594,881.944336096793,1435.85083078385,627.976139523811,881.73573178278,1.62805153569949,0.870506700688783,0.232805540170585,0.0452467476340687
"3919","orf19.1412","",420.2324216,1188.615461,457.8699783,NA,783.3228224,NA,1.710797518,NA,0.218543244,0.253454553,1.545592352,0.083624192,1.497673592,0.086461683,"Ca21chr4","W",928190,928822,"orf19.1412","Chr4","",1,420.232421563943,1188.61546106646,247.750812333876,576.465750829108,47.7831933735999,73.6268487472899,2.32679661228415,0.555090195294504,0.00625705805230642,0.026397794832593
"782","orf19.1411","CYP501A1",285.0568954,484.7187254,273.6663675,NA,305.477835,NA,1.116241787,NA,0.428362587,0.506356677,1.522399466,0.149036099,1.494404232,0.070284217,"Ca21chr4","W",929121,930923,"orf19.1411","Chr4","CYP501A1",1,285.056895388338,484.718725397768,64.5079663633391,91.8366405919314,32.5880041648456,61.3207381336392,1,0.49700073008821,0.557447144349002,0.275905553010883
"3550","orf19.1409","VAC7.3",656.8404211,1632.194884,767.8754181,NA,1054.29007,NA,1.372996251,NA,0.544413184,0.119438802,1.491971748,0.062559534,1.460499734,0.02910834,"Ca21chr4","C",933438,931099,"orf19.1409","Chr4","VAC7.3",1,656.840421135586,1632.19488389963,560.739939360134,851.273581720267,490.194479919428,783.924945859242,1.51767437319073,45.0804781105158,0.436853319716327,0.246514597776283
"3971","orf19.3846","LYS4",554.478433,1712.653671,604.2465172,NA,1019.625478,NA,1.687432942,NA,0.050741817,0.024448173,1.472250982,0.123367993,1.453487341,0.073511484,"Ca21chr4","C",946259,944205,"orf19.3846","Chr4","LYS4",1,554.478433041047,1712.65367097153,393.97103979192,817.765889392873,226.326974946551,381.25059969757,2.07570051297371,0.829482464377602,0.0237403733389785,0.00537918510205925
"3310","orf19.3845","FGR3",500.9676521,1263.119445,541.4569977,NA,817.9090758,NA,1.510570699,NA,0.094408015,0.0780139,1.464292077,0.071609081,1.43357921,0.025214338,"Ca21chr4","W",947694,949217,"orf19.3845","Chr4","FGR3",1,500.96765205454,1263.11944542236,331.312905054383,611.548923334974,195.147652074688,219.16965765771,1.84583490110231,0.897240491320113,0.0338957171992319,0.0187546162942348
"4342","orf19.3844","MRP8",744.5015473,2532.568663,868.5227966,NA,1551.578443,NA,1.786456785,NA,0.00301418,0.003803709,1.445310985,0.126715736,1.406450971,0.053532526,"Ca21chr4","W",949500,950117,"orf19.3844","Chr4","MRP8",1,744.501547303271,2532.5686633139,656.774611471316,1357.79801135909,120.093325553752,327.824642987049,2.06737286680028,0.476663167902504,0.000437369455827288,0.000784190475514763
"1491","orf19.3843","SEC66",1637.916418,4058.904335,1854.268775,NA,2286.286194,NA,1.232985328,NA,0.715595781,0.142287686,1.376721932,0.184704812,1.344051789,0.179526554,"Ca21chr4","W",950420,951226,"orf19.3843","Chr4","SEC66",1,1637.91641847767,4058.90433477593,1641.00418929081,2110.13524935911,1787.99918512016,2284.70386342378,1.28588047680185,0.555080907975072,0.631623230255199,0.0569585680002622
"837","orf19.3841","APG1",431.9238006,888.5608969,465.255487,NA,564.4299692,NA,1.213161338,NA,0.226630302,0.309784341,1.472171093,0.15373345,1.435037309,0.038783732,"Ca21chr4","C",953871,951367,"orf19.3841","Chr4","APG1",1,431.923800617553,888.560896881904,255.232765393063,354.779929537586,30.1111281034669,72.6208331084783,1.39002501889292,0.261180381203238,0.00920264697648353,0.00653870372669715
"5941","orf19.3840","PAK1",993.5645711,2404.000355,1141.887093,NA,1400.541273,NA,1.226514672,NA,0.451797014,0.037410361,1.527685925,0.163683382,1.487300857,0.103002059,"Ca21chr4","C",959014,954788,"orf19.3840","Chr4","PAK1",1,993.564571064734,2404.0003546641,929.733980088117,1205.48814475976,394.904172049416,665.612530821456,1.29659469329658,0.503029449011681,0.448210437939318,0.154507820795903
"323","orf19.3839","SAP10",1192.8595,2649.241516,1359.404238,NA,1601.842054,NA,1.178341224,NA,0.371502205,0.103623959,1.583544423,0.271279648,1.5215143,0.208825951,"Ca21chr4","W",961014,962375,"orf19.3839","Chr4","SAP10",1,1192.85949982161,2649.24151562883,1147.12494995657,1410.1869139403,578.519466153531,467.421441383612,1.22932285100563,0.64160663193492,0.347725726250109,0.124212832030529
"5449","orf19.3838","EFB1",25031.23163,46728.90107,32519.40304,NA,29952.09244,NA,0.92105296,NA,0.97524623,0.965680714,1.395763188,0.07194821,1.387008027,0.07808239,"Ca21chr4","C",963769,962763,"orf19.3838","Chr4","EFB1",1,25031.2316259573,46728.9010670517,32161.1767795647,30199.9390121865,14391.1047954144,4125.61004548042,0.93901846997637,0.350624417143932,0.945090808921894,0.924145490075828
"2643","orf19.3836","",1139.312614,2266.084283,1349.966145,NA,1432.3527,NA,1.061028608,NA,0.836106605,0.726080323,1.487094055,0.109045418,1.459721228,0.065281828,"Ca21chr4","C",964922,964170,"orf19.3836","Chr4","",1,1139.31261370712,2266.08428343183,1136.44929753938,1236.79309063232,349.642819414564,428.898941171165,1.0882958820162,0.278143832348688,0.783685316659303,0.558492806289974
"5082","orf19.3833","TFC3",1667.984574,3356.562979,1986.257467,NA,2094.228641,NA,1.054359103,NA,0.660976809,0.67569118,1.502436152,0.118553598,1.468976815,0.035223459,"Ca21chr4","W",965204,969403,"orf19.3833","Chr4","TFC3",1,1667.98457433371,3356.5629793152,1770.81896351015,1909.10371001921,352.569054592855,416.45241644023,1.07809084347897,0.357858825743787,0.584827714147796,0.594526771570638
"4577","orf19.3831","PXR1",2262.738196,5711.434121,2901.806466,NA,3561.272368,NA,1.22726047,NA,0.459204136,0.1128346,1.397934735,0.144628535,1.376378888,0.155338569,"Ca21chr4","W",969601,970431,"orf19.3831","Chr4","PXR1",1,2262.73819551088,5711.4341213334,2679.59111783038,3400.53798905061,1865.24734037955,1850.02922114496,1.26905107515208,0.431613649499399,0.429122419877673,0.0600030062174793
"1232","orf19.3829","PHR1",443.0338354,917.1674029,472.653383,NA,628.3615566,NA,1.329434167,NA,0.174445948,0.20933261,1.476222962,0.133742879,1.449873075,0.103668015,"Ca21chr4","C",972261,970615,"orf19.3829","Chr4","PHR1",1,443.033835417456,917.16740285858,262.700494880365,418.781148667461,130.569973283017,149.690486592698,1.59413916923977,2.68214456653301,0.116365609585075,0.133830616504013
"4123","orf19.3828","",372.1365272,673.9186561,408.0135884,NA,449.844821,NA,1.102524116,NA,0.619136282,0.617968811,1.526769731,0.171466024,1.498631189,0.144035677,"Ca21chr4","C",973609,973277,"orf19.3828","Chr4","",1,372.136527215475,673.918656056587,197.865513924127,237.760800737657,113.25947684372,70.6935353606087,1.201628298041,0.302100588392486,0.514176014137387,0.217162781392455
"2238","orf19.3827","",889.3096041,2516.433511,1076.735762,NA,1644.089072,NA,1.526919723,NA,0.328659818,0.033300592,1.478238989,0.099765668,1.459131691,0.093943843,"Ca21chr4","C",975579,974569,"orf19.3827","Chr4","",1,889.309604138552,2516.43351055579,863.550836973656,1451.17551552765,710.412311714194,1069.82344527565,1.68047491056039,0.636493410134758,0.32605070821272,0.00815166228298838
"4185","orf19.3826","",2469.441629,4927.160393,2999.851819,NA,3176.268164,NA,1.058808353,NA,0.797453444,0.653375203,1.593326682,0.185247731,1.531460079,0.040416082,"Ca21chr4","C",977449,976601,"orf19.3826","Chr4","",1,2469.44162877353,4927.16039255411,2780.16111923989,3002.73710805776,1846.8714364185,1752.34268967461,1.08005866540524,0.550631439196782,0.780736653813094,0.632679417688079
"1884","orf19.3825","RCE1",420.0082678,1116.318296,445.4336455,NA,685.4390195,NA,1.538812854,NA,0.220617804,0.197743296,1.587928202,0.130798075,1.571461569,0.053011618,"Ca21chr4","W",979399,980244,"orf19.3825","Chr4","RCE1",1,420.008267795927,1116.31829601634,235.546782013312,477.932674284486,188.558018216321,224.42761647559,2.0290350400859,5.66237038660787,0.088478789593689,0.0472909255031422
